"","region","year","nutrient_name","units_rni","byReg_rni","pop","byRegC_rni","scenario","nutrient_units","total_micronutrient_intake"
"123","Africa_Eastern",2020,"thiamin","mg/capita/day",988942008.851581,982956000.387477,1.00608980306519,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",1.91984240423478
"124","Africa_Eastern",2020,"vitamin a","mcg/capita/day",299984205717.106,982956000.387477,305.185792241823,"RvsM_SW_newDS_FuelPrefElast_0.45","mcg/capita/day",143.64028108619
"125","Africa_Eastern",2020,"vitamin a","mcg/capita/day",299984205717.106,982956000.387477,305.185792241823,"RvsM_RreducedRandom_0.45","mcg/capita/day",144.740503277448
"126","Africa_Eastern",2020,"vitamin a","mcg/capita/day",299984205717.106,982956000.387477,305.185792241823,"RvsM_SW_newDS_Reference","mcg/capita/day",147.099250901242
"127","Africa_Eastern",2020,"vitamin b12","mcg/capita/day",1517665229.8355,912845824.936888,1.66256468329734,"RvsM_SW_newDS_FuelPrefElast_0.45","mcg/capita/day",1.20815985797139
"128","Africa_Eastern",2020,"vitamin b12","mcg/capita/day",1517665229.8355,912845824.936888,1.66256468329734,"RvsM_SW_newDS_Reference","mcg/capita/day",1.17749542979729
"129","Africa_Eastern",2020,"vitamin b12","mcg/capita/day",1517665229.8355,912845824.936888,1.66256468329734,"RvsM_RreducedRandom_0.45","mcg/capita/day",1.22507511523191
"130","Africa_Eastern",2020,"vitamin b6","mg/capita/day",1031711420.57958,912845824.936888,1.13021431702436,"RvsM_SW_newDS_Reference","mg/capita/day",1.87242900021899
"131","Africa_Eastern",2020,"vitamin b6","mg/capita/day",1031711420.57958,912845824.936888,1.13021431702436,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",1.88881945865485
"132","Africa_Eastern",2020,"vitamin b6","mg/capita/day",1031711420.57958,912845824.936888,1.13021431702436,"RvsM_RreducedRandom_0.45","mg/capita/day",1.88130489456388
"133","Africa_Eastern",2020,"vitamin c","mg/capita/day",39375952097.27,982956000.387477,40.0587127824116,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",85.0468629444283
"134","Africa_Eastern",2020,"vitamin c","mg/capita/day",39375952097.27,982956000.387477,40.0587127824116,"RvsM_RreducedRandom_0.45","mg/capita/day",84.9962565983103
"135","Africa_Eastern",2020,"vitamin c","mg/capita/day",39375952097.27,982956000.387477,40.0587127824116,"RvsM_SW_newDS_Reference","mg/capita/day",85.0336567562212
"136","Africa_Eastern",2020,"vitamin d","mcg/capita/day",5607426781.32589,982956000.387477,5.70465695220891,"RvsM_SW_newDS_FuelPrefElast_0.45","mcg/capita/day",0.350542819505732
"137","Africa_Eastern",2020,"vitamin d","mcg/capita/day",5607426781.32589,982956000.387477,5.70465695220891,"RvsM_RreducedRandom_0.45","mcg/capita/day",0.349293054416728
"138","Africa_Eastern",2020,"vitamin d","mcg/capita/day",5607426781.32589,982956000.387477,5.70465695220891,"RvsM_SW_newDS_Reference","mcg/capita/day",0.325680845085795
"139","Africa_Eastern",2020,"vitamin k","mcg/capita/day",44633169491.6824,982956000.387477,45.4070878799134,"RvsM_SW_newDS_Reference","mcg/capita/day",49.8913441757641
"140","Africa_Eastern",2020,"vitamin k","mcg/capita/day",44633169491.6824,982956000.387477,45.4070878799134,"RvsM_RreducedRandom_0.45","mcg/capita/day",49.8989285427214
