# File: diets_plant_percentage_REF.csv
# Title: SSP2 plant protein intake (plant protein intake / total protein consumption)
# Units: Percentage (0-1)
# Comments: Values considering the IAM COMPACT branch updated with Xin's improvements and an additional sub-sector
# Column types: cccnnnnnnnnnnn
# ----------
scenario,region,Units,X1990,X2005,X2010,X2015,X2020,X2025,X2030,X2035,X2040,X2045,X2050
REF_IAMCOMPACT+XIN,Middle East,Percentage,0.206977682168366,0.235095390081238,0.219946792080421,0.231974373739082,0.232051189696915,0.231574354380265,0.231323360335825,0.231129969227134,0.231094012639335,0.231276264662324,0.231738203147806
REF_IAMCOMPACT+XIN,Pakistan,Percentage,0.198421040552068,0.140611891829283,0.122254495500399,0.0957149639205695,0.0968132633203312,0.0975109134241417,0.0978718985529846,0.0987154816965038,0.0996637602112261,0.100535515995088,0.101373396984009
REF_IAMCOMPACT+XIN,Russia,Percentage,0.0224874767550363,0.0395650807296055,0.0410809786332119,0.0428731863401318,0.042891762301389,0.0428211159676395,0.0427787606438666,0.0427020233414188,0.042675391032169,0.0427056753209515,0.0428067821831426
REF_IAMCOMPACT+XIN,South Africa,Percentage,0.0952175108644439,0.093086674519239,0.0778782841967574,0.0640288611313166,0.0642052098550141,0.0643027921541375,0.0644025790705866,0.0644184364182989,0.0644672913255285,0.0645672674636993,0.0647437060959408
REF_IAMCOMPACT+XIN,South America_Northern,Percentage,0.108280493538479,0.105306277227608,0.0946835465469577,0.111940469027698,0.111866137588038,0.11243797510779,0.112689328157002,0.112885725222833,0.113110877444292,0.113375909904856,0.113721880241343
REF_IAMCOMPACT+XIN,South America_Southern,Percentage,0.109727316079247,0.119194647511931,0.111440475970306,0.117104040721224,0.117464957972762,0.117741233025327,0.118065635514527,0.11832330012522,0.118639000879651,0.119037797499008,0.119539384345022
REF_IAMCOMPACT+XIN,South Asia,Percentage,0.370820931466084,0.309977849249771,0.322681084401378,0.316985553881292,0.318214067752159,0.318509767356713,0.318681595660729,0.318850480283757,0.319094003593058,0.31950381177846,0.320143969701783
REF_IAMCOMPACT+XIN,South Korea,Percentage,0.102815701402011,0.0866792513803662,0.0873004234768217,0.0915393476476908,0.0915530225762634,0.0913859224620668,0.0912178070617632,0.0909524209383374,0.0908461865763425,0.0908815528252205,0.0911185418907898
REF_IAMCOMPACT+XIN,Southeast Asia,Percentage,0.200607669190606,0.177434143437244,0.173915569832646,0.161304769091864,0.161108119369009,0.161175019022673,0.161245898695504,0.161278145124974,0.161382909858883,0.161605301326521,0.161977305482511
REF_IAMCOMPACT+XIN,Taiwan,Percentage,0.136109028335537,0.138238994584061,0.132773997866199,0.13118985884528,0.131230710873349,0.131233771731925,0.13142649462023,0.131615505155298,0.13195647101431,0.132493225789318,0.133220114987997
REF_IAMCOMPACT+XIN,USA,Percentage,0.0762578986392222,0.0857111481537857,0.103255181609728,0.113859630238478,0.113641719581972,0.113328269169698,0.113133920137335,0.112982214853473,0.112901768833779,0.112923857056572,0.113087875449431
