"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific","EAS","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","16.93049","","18.13643","19.84065","20.21795","21.07318","20.0692","19.44555","20.41816","20.77961","","","","","","","","","","","","","","14.03596","13.26239","12.45713","12.50691","12.09908","12.09908","11.7311","11.04621","10.44423","10.26177","","10.07407","9.63124","9.35813","9.67323","6.51668","5.98724","6.10125","6.48752","6.31878","6.68525","4.91799","4.15972","3.27094","3.04679","","","","",
"Egypt, Arab Rep.","EGY","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","5.23622","5.93865","6.74592","","","","","","","","","","","","","","","","","","","","","5.50075","","","7.00777","","6.85438","6.47079","6.06455","6.11278","5.5183","4.82772","6.535","9.05471","5.69135","","7.34084","5.51419","4.34644","4.22229","","3.46084","","2.91456","2.66329","2.54933","","","","",
"Euro area","EMU","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.81693","","44.39374","45.16356","44.40418","42.62951","","34.95074","31.97462","27.82173","26.17462","25.60681","24.50526","22.56273","21.20254","19.12191","19.07819","18.17385","15.71948","13.4761","11.66749","30.10661","20.58357","21.33133","","24.34663","24.69057","","","","",
"Spain","ESP","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","13.18154","","9.54699","7.34819","7.8345","6.67505","6.4349","6.51487","6.5288","","6.1927","5.96715","5.51292","5.2923","5.11307","5.70153","5.01138","5.0255","4.9236","4.81564","5.34522","4.94443","4.2471","4.14034","3.18055","","2.50602","2.56276","2.59013","2.75323","2.92547","3.00659","3.19167","3.13473","3.06813","3.03948","3.03724","3.10023","2.88697","2.90178","5.7335","5.45233","5.28823","5.1605","5.24675","","","","","",
"Estonia","EST","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25281","2.59549","","3.02293","3.21936","3.57924","3.91767","4.16709","4.27469","4.1293","3.48847","2.61845","2.06245","1.54096","1.29957","1.14728","0.99789","0.89563","0.82227","3.7143","3.55052","3.51468","3.43974","","","","","",
"Ethiopia","ETH","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.67955","25.04202","25.04197","","","","","23.31052","23.3345","24.11644","","31.68268","26.95115","22.99334","24.89345","25.13011","25.53188","24.30093","21.18884","21.23776","20.32094","19.26767","18.45643","19.4568","17.47126","15.93591","","13.37524","12.12287","","","","","","","",
"European Union","EUU","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","0.97931","","","","","","","","","","","","","","0.37754","0.52035","0.52852","0.55389","0.33759","0.32566","0.31431","0.38267","1.03149","1.0278","1.07603","1.13628","1.17789","1.31165","1.2206","1.18158","1.23271","1.21074","1.20481","1.23688","1.22233","1.14991","1.30788","1.23737","1.30031","","","","","",
"Fiji","FJI","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19285","","4.49749","4.75845","4.97553","4.94287","5.99691","5.44051","5.11464","4.72544","4.7249","5.26835","5.98771","","5.67355","5.90017","5.81317","5.32847","","5.35489","4.84734","8.15617","","7.40203","2.92753","","","","","","",
"France","FRA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","15.08194","13.08914","11.22385","10.37732","","9.78025","9.43961","","9.69906","9.62805","9.61131","9.90775","10.22985","","10.15998","10.14564","9.07697","8.056","7.57417","6.8717","6.55892","6.4263","5.95546","6.28531","5.65652","5.35889","4.6531","","4.55803","4.55115","4.59345","4.5246","4.50746","4.40204","5.1192","4.95982","4.82282","5.10166","4.91244","5.00336","4.00669","3.96521","3.71453","3.50116","3.33166","3.21651","2.90753","","","","","",
"Faroe Islands","FRO","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.81387","0","","","","","","","",
"Gabon","GAB","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","25.96967","","","","","","","","","","","","24.12955","","","","","","","","","","35.72301","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","5.6172","5.85388","6.09521","6.64044","6.89539","7.22234","7.30137","7.3508","7.38577","2.80121","2.80637","2.84622","","","","","","","2.33925","","","","","","","","","0","0","0","0","0","0","2.65835","1.6997","1.59374","1.43623","1.09263","1.12196","1.09451","1.0337","1.05812","1.10046","1.12051","1.1249","1.12512","1.11448","","","","","",
"Georgia","GEO","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11059","0.09948","1.38072","","","","","","","3.95905","4.32793","5.7894","4.83787","5.50142","6.40875","","4.96324","4.16474","3.68479","3.01827","2.75732","2.43543","1.87317","1.43303","","","","",
"Ghana","GHA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.27587","21.28135","22.40501","24.15411","20.72935","","23.88047","28.75603","27.19585","26.03889","26.70443","","21.20752","24.45797","19.08421","15.92725","16.9753","16.56565","16.7714","15.42734","","","","",
"Gibraltar","GIB","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","",
"Guinea","GIN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","16.50557","17.05953","19.76537","21.51662","20.23751","20.54893","20.29","20.28967","","","","","","","21.2677","20.55437","19.76048","17.94715","17.39587","16.84453","16.53878","16.83614","15.91892","15.73945","17.15042","15.15502","13.89626","11.35905","11.9502","12.30239","10.03151","","10.4816","","","","","","",
"Gambia, The","GMB","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","12.89382","12.42055","13.38242","13.15866","12.28148","12.84884","5.24047","1.29173","1.66356","1.43589","2.06365","1.76038","2.30139","3.77338","3.59075","4.57232","0","0","0","10.9288","","18.26025","14.31083","","","11.68794","","14.53305","14.47019","17.43898","16.95383","16.84962","15.68682","16.72683","17.47384","11.54024","13.57907","16.18107","","13.38614","13.37316","13.81166","17.67953","16.6335","16.35588","16.30783","16.55348","19.02187","","","","",
"Guinea-Bissau","GNB","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","27.24077","10.59583","","9.95479","9.76556","","21.05994","20.94687","","","","","","","","","","","","31.82064","","","","","","","","","","34.29452","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.32021","","","","","","36.77855","32.93959","32.93915","30.4781","","","","","30.25438","30.36631","30.18187","28.31458","26.30367","","","22.57591","","","","","","","",
"Greece","GRC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","4.76293","4.83931","4.35652","3.812","3.42297","3.04725","2.85504","2.54015","2.42953","2.17532","2.01956","1.78196","1.45107","1.27516","1.0965","0.85251","0.34806","0.34353","0.33508","0.35259","0.41507","0.45673","0.46376","0.59127","0.50339","0.46885","1.41755","1.73942","1.74755","1.81338","1.93241","2.14143","2.09569","1.89736","1.84562","1.8335","1.52484","","","1.73036","1.36024","1.44492","1.44965","1.37097","1.54964","1.34524","1.33909","","","","","",
"Grenada","GRD","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","34.03256","","","","","19.2507","17.68274","15.64822","15.5609","33.86811","16.506","14.46001","31.08601","","","","","","","","","","","","","","","4.86586","","","10.12199","4.86806","5.14571","4.41533","","3.32775","6.97758","8.07134","7.31172","","","2.28607","2.38113","4.04611","4.81964","4.73856","4.12277","","","","",
"Greenland","GRL","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","14.65322","14.75235","15.41616","","15.10224","14.76051","","","15.13426","16.32245","16.07373","16.2654","15.24414","15.01371","","","","","","","","","","","","","","14.98528","","14.99362","14.18763","14.28092","14.72149","","15.57391","14.97113","14.35772","13.85853","13.99214","13.97121","14.52193","13.05858","12.68725","13.16803","12.474","11.82514","12.02127","10.99932","10.31004","","","","",
"Guam","GUM","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","11.71791","11.32998","","11.0814","","11.39205","10.69633","","10.12439","","","8.32827","","","","","","","","","5.02298","3.99936","4.06485","","4.64461","","","","","","","","1.78655","","","","","2.30234","1.49563","1.25754","1.18587","1.19274","","","","","","","","","","",
"High income","HIC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","24.90201","24.14994","24.10242","23.34033","22.86185","22.55486","21.32386","19.83379","17.18642","9.35616","8.2799","7.66175","7.21598","7.02724","6.60885","","","","","","","","","","3.21948","2.86326","","","","","5.34672","5.32273","4.92138","4.23759","3.67134","3.23616","3.2246","3.22642","3.12968","2.98179","2.76034","2.49994","2.2713","1.84316","1.61669","2.49434","2.5032","2.56581","","","","",
"Honduras","HND","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","13.4647","14.641","15.21443","","14.89924","14.71416","14.95246","","13.94797","","","","","11.10116","","11.09989","","","","","","","9.29948","","","18.45908","17.40077","18.27625","16.83031","18.07678","15.52305","15.32936","15.36829","13.13493","13.42161","14.48921","12.16616","13.77919","12.74586","11.93537","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53017","1.46947","1.2879","1.21551","1.24289","1.02498","","1.08024","1.06189","0.94707","1.14868","1.24001","1.46729","1.09566","1.12101","1.0014","0.9918","0.99597","0.7433","0.85975","","","","","",
"Haiti","HTI","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","44.79519","43.09976","39.60739","38.86917","33.10087","39.72339","37.20642","38.75823","","","","","","","","","","47.008","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09896","4.0171","1.60497","4.24212","4.45316","4.54955","4.58233","4.19464","3.79396","3.49559","3.29146","3.49033","3.72026","3.80063","3.72001","3.55986","3.27629","3.0744","3.13252","3.20054","3.1001","2.8305","2.80453","2.81479","","","","","",
"IBRD only","IBD","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","13.53336","13.16539","","12.5989","11.66979","10.75826","10.69687","10.6961","","","13.05675","10.0704","9.06","12.4643","12.28375","11.48579","11.82228","9.40028","8.94547","8.96218","8.55256","7.87058","8.04587","8.1338","7.71082","7.72813","7.72813","","","","5.94878","5.72761","7.03897","7.15638","7.15638","3.19807","3.19807","3.19807","3.19741","2.87199","2.78251","2.7809","3.01012","2.9279","","1.34125","1.33553","1.32239","","","","",
"IDA only","IDX","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","11.81528","","","","","","","","","","","","","","","","","","","6.74026","","","","","","","","","","6.74026","6.74003","6.66287","6.04805","","","","5.89111","5.83887","5.8911","5.741","5.90922","5.90921","5.90922","","","","","","","","","",
"Not classified","INX","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","13.08406","12.32481","11.838","11.14095","10.91246","11.16403","11.04096","10.75117","10.49409","10.18537","9.89719","10.17485","10.46072","","","11.15302","11.45067","11.40665","11.60147","11.6476","11.77093","12.05237","12.71474","12.64853","12.80871","12.28565","12.02659","1.63848","1.59912","1.53346","1.50377","1.41654","1.38265","1.37407","1.29763","1.2418","1.15124","0.6385","0.64069","0.56359","0.61646","0.59087","0.58264","0.55753","0.5774","0.54843","0.55405","","","","","",
"Iran, Islamic Rep.","IRN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","16.98494","","","","","","","","","","","","","17.61296","17.61","17.61","17.60999","17.57998","17.57999","12.95206","","12.29154","","","","","8.78671","","14.84478","14.84478","","6.06776","6.10429","3.85328","","3.85324","5.18587","","4.07252","4.07312","3.99955","3.46709","11.93007","7.31061","7.6914","8.87043","7.66478","","","","","",
"Iraq","IRQ","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","19.47519","18.39452","16.90834","15.59092","17.45019","15.80687","17.61116","16.2872","14.02562","13.65922","13.04907","","13.34291","","14.29471","13.51953","12.90241","12.23619","12.35037","","","","11.38291","","","8.76559","","","8.3772","8.37718","","","10.9034","10.90338","","","12.83205","","","","","","","","","","","","","","","",
"Iceland","ISL","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","0.46289","","","","","","","","","","","","","","","","","","","0.02738","0.02726","0.13129","0.11201","0.06713","0.08494","0.09852","0.06673","0.05809","0.07146","0.05917","0.06316","0.05009","0.05358","0.02706","0.03398","0.03063","0.02367","0.02676","0.03616","0.04488","0.0344","","","","","",
"Israel","ISR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72704","2.88247","3.06065","2.66189","2.72173","2.82037","2.44086","2.55604","2.65001","2.29135","2.49232","2.45757","2.59373","2.809","2.63055","2.75282","2.94","2.62703","2.80433","","","","","",
"Italy","ITA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","6.78271","","","7.28332","","","2.80061","","","","","","1.61869","","","","","","","","","","1.00002","","0.83529","","0.94908","1.27249","0.77802","0.82172","0.92037","0.83681","1.00348","0.9983","1.02381","1.00309","0.98745","0.99407","1.0264","1.05806","2.2568","2.21451","2.15311","0.90316","4.62548","","","","","",
"Jamaica","JAM","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","8.07043","7.50071","","7.7195","6.84745","6.60551","","6.77787","7.03171","6.86444","5.98896","6.02127","7.51893","5.22374","4.92326","5.29956","","5.25421","","","","","","4.19312","4.19309","4.17874","4.95054","4.68918","4.22143","4.22137","","5.13933","5.48188","5.59914","5.19259","","","5.74208","5.725","5.69206","5.59645","5.52451","5.31354","","","","",
"Jordan","JOR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","13.11337","11.11186","10.45546","9.42655","9.19427","8.90356","8.17462","7.44618","7.49959","7.53404","6.74434","6.78333","6.91693","6.91376","","","","","","","","","","","","","","1.97084","1.67075","","1.68635","1.7653","2.1478","2.25928","2.35022","2.38838","2.3425","","1.34199","1.24893","1.26267","0.74084","","","2.21126","0.76694","0.69604","","","","",
"Japan","JPN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","",
"Kazakhstan","KAZ","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91876","2.91882","2.66883","2.60097","2.83411","2.33873","2.18258","1.99735","1.76848","1.49562","1.24384","1.00994","0.83831","0.73629","0.69296","0.79664","1.18098","0.31404","0.69156","0.66085","","","",
"Kenya","KEN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.52933","30.69779","30.38153","31.83285","29.53685","29.95946","28.93114","27.57562","21.95132","25.96578","25.96576","","","25.96576","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50454","2.09108","1.5469","1.74145","3.12773","0","2.94181","2.80424","2.6313","2.52405","2.70889","2.26996","2.1534","1.956","1.6921","1.63077","1.45298","1.39746","1.00696","1.11402","","","","",
"Cambodia","KHM","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","","","13.64337","22.01098","20.54126","","22.09875","17.84808","17.13238","","17.62431","17.62431","14.27169","14.39788","13.89509","","","","",
"Kiribati","KIR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","17.7077","","20.86229","22.29691","22.22304","20.97923","19.09226","17.1255","15.29225","","14.34257","","12.69107","12.42821","13.44079","12.07143","11.55903","10.82817","10.78208","","","2.12138","2.66998","","","","","","","","","","","","","6.70702","4.48005","5.1955","3.4142","","","","","",
"St. Kitts and Nevis","KNA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","7.05081","7.629","5.67222","","4.03428","3.22494","","","3.41349","","","","","","","","2.08032","2.93286","1.7236","1.68724","1.8142","1.82677","","2.72197","2.87303","1.67351","2.23821","2.36943","2.44322","2.70174","2.31339","1.55507","1.7058","","","","","","",
"Korea, Rep.","KOR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","8.66184","8.41671","8.99312","8.42186","7.35732","6.90882","6.44964","6.17596","5.75334","4.86527","5.07663","4.43896","3.81686","3.95181","3.26549","2.63909","2.14233","1.83194","1.2552","1.32582","1.21815","1.40199","1.59215","2.05166","2.08464","2.01701","1.86217","0.82238","1.10315","1.3618","1.00887","1.10519","1.26618","1.94494","1.31467","1.2153","1.32572","1.733","2.10991","1.46467","1.95625","2.35843","2.64715","2.46902","0.75804","0.77851","0.75714","","","","","",
"Kuwait","KWT","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","30.92845","28.163","26.05013","25.31928","25.55656","25.83885","25.49393","11.56858","15.25856","16.278","13.69686","13.44817","12.87737","11.23383","10.38472","9.21578","9.57149","9.79863","","","","12.00966","","7.30324","","6.90985","5.08494","4.98356","5.49928","5.49928","5.83656","5.71037","6.19385","6.46676","4.99689","","3.50276","2.50374","","1.73207","1.70371","1.48471","1.3719","1.82354","2.96648","2.75983","2.94842","2.58255","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.58482","","34.10385","","39.47282","38.26791","36.64462","","37.31854","35.4101","33.28542","31.27429","29.08273","27.98555","27.92074","27.00434","27.34254","27.82299","27.83622","26.67763","26.08299","25.62197","23.2121","22.60036","21.74779","19.66963","18.195","16.69696","14.24274","12.72429","10.60813","","","","",
"Lebanon","LBN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","22.8","","","","","","","","","","","","","","","","","","","","","","","31.29615","15.68163","15.05657","12.58459","11.40278","11.59727","10.85068","10.51662","10.01181","9.34525","9.20374","9.07447","9.10103","8.47897","8.04403","7.43568","7.10966","9.76768","8.62317","7.50453","6.9052","6.72872","","","","",
"Liberia","LBR","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.81001","","","","","","","61.44751","","52.33947","59.38593","","59.90832","","","60.0953","","","46.95615","","","","","",
"Libya","LBY","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","22.40902","22.40115","22.08348","20.47222","20.88873","18.27556","17.0719","15.47593","","12.05063","12.11403","","10.89523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","20.86134","24.20911","19.75782","20.48774","21.59118","21.43401","","","","31.30506","","","16.84437","","","","","","3.06477","10.75867","11.4242","2.4445","4.28519","4.16859","4.92088","9.72719","4.53968","3.68708","3.37346","3.36191","3.53551","3.40634","3.35249","3.32639","2.43728","2.7972","2.87779","2.70253","","","","",
"Latin America & Caribbean","LCN","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98377","2.78023","2.31936","2.26969","2.89661","2.64133","2.53165","2.70924","1.73784","2.07071","","1.81441","1.41629","1.7017","1.79551","","","","","",
"Sri Lanka","LKA","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80681","4.83923","3.07687","0","2.38338","2.39663","2.17579","1.92046","1.60834","1.55979","1.48403","1.49537","1.18156","1.15523","1.57184","0.90781","0.93695","0.9473","","","","",
"Lower middle income","LMC","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","35.7844","32.60525","32.05936","33.9989","33.59231","","25.53332","24.45325","35.04461","33.83771","34.41337","35.40414","33.97183","35.05784","33.9504","33.86783","33.42765","33.06454","33.20406","33.07427","33.25181","32.83095","31.92934","31.55938","33.40047","36.14075","34.80172","","40.76069","42.90302","30.5501","30.80623","31.07976","32.30452","33.64707","33.45213","32.96254","31.08921","29.88807","28.70496","27.79091","26.36021","25.1458","24.89789","23.86162","22.61024","21.73547","21.07759","","","","","",
