Title: gcam macronutrients by region,,,,
Source: DF_Macronutrient_FoodItem2 - module_aglu_L100.FAO_SUA_connection,,,,
Units: ratio,,,,
"Comments: Some regions had missing values for OilPalm and FiberCrop. They have been filled with the values of the more similar region: 8 with 1, 14 with 15, 23 with 15, 31 with 7, 18 with 29, 19 with 28, and 30 with 29",,,,
########,,,,
GCAM_region_ID,GCAM_commodity,calperg,fatperc,proteinperc
16,Pork,3846.017692,33.01428825,9.652476869
16,Poultry,1327.672057,8.94762745,12.19773542
16,Rice,2599.952746,0.556956702,4.978491199
16,RootTuber,667.061914,0.119525277,1.5850446
16,SheepGoat,2249.535683,19.26641963,12.22384736
16,Soybean,6537.813395,70.68881368,5.092073955
16,SugarCrop,596.5903333,0.007048491,0.002514344
16,Vegetables,253.8219205,0.251607844,1.187579282
16,Wheat,3429.766165,3.35537117,10.32372419
16,Beef,1683.406452,12.85699174,13.14904257
17,Corn,3310.092253,2.28319166,8.224009604
17,Dairy,830.3129941,5.588112159,3.467824179
17,FiberCrop,6073.526257,68.70504816,0
17,Fruits,462.3694066,0.264296,0.555884116
17,Legumes,3472.534531,2.827367003,20.8528142
17,MiscCrop,2423.646159,9.065636109,10.72419595
17,NutsSeeds,3800.986287,35.05752655,8.690737949
17,OilCrop,4171.156197,46.39712925,1.245540132
17,OilPalm,2393.900088,27.08031774,0
17,OtherGrain,3319.378473,2.943451389,9.594147737
17,OtherMeat_Fish,708.8455228,2.61779979,10.90308472
17,Pork,4049.231261,39.60832982,11.09824326
17,Poultry,1307.794099,8.834265812,11.36468008
17,Rice,2710.542802,0.662194735,5.065921718
17,RootTuber,701.1420693,0.13053954,1.408048424
17,SheepGoat,1566.974475,9.94148674,13.59166615
17,Soybean,8159.739786,90.88747377,2.706537016
17,SugarCrop,529.4325405,0.016806865,0.025125388
17,Vegetables,271.0103038,0.342275799,1.345327924
17,Wheat,3505.242617,1.241552164,10.23331551
17,Beef,824.394822,6.43028242,5.79583264
18,Corn,3405.585511,2.457399221,8.43592767
18,Dairy,610.8720984,2.900672158,3.824440652
18,FiberCrop,5622.132734,63.59473228,0.00485579
18,Fruits,498.1210109,0.46001828,0.615638124
18,Legumes,3411.754001,1.727328366,22.14272888
18,MiscCrop,2440.691571,9.309625515,10.58890446
18,NutsSeeds,3813.222289,32.37344786,14.97034172
18,OilCrop,1742.165894,17.499744,1.324791104
18,OilPalm,2526.242461,28.5774034,0
18,OtherGrain,6554.600572,2.457063225,15.92872052
18,OtherMeat_Fish,738.6193766,3.046369157,10.81525931
18,Pork,3548.598273,34.09250306,10.98448763
18,Poultry,1262.944678,8.58749824,11.02397836
18,Rice,2568.450456,0.634333865,4.742465786
18,RootTuber,1001.530312,0.186394055,0.72076629
18,SheepGoat,1539.684385,10.28568664,12.63475774
18,Soybean,6194.979532,61.06317684,12.61990725
18,SugarCrop,568.568865,0.016605688,0.005848431
18,Vegetables,338.2770939,0.281749386,1.446895168
18,Wheat,3704.037122,1.637710289,10.40725712
18,Beef,1226.994533,6.435427367,15.07260684
19,Corn,3438.71559,6.547887704,0.808930271
19,Dairy,776.2950277,4.471837363,4.5031122
19,FiberCrop,6222.618266,70.39160934,0
19,Fruits,372.4349055,0.272875729,0.436195547
19,Legumes,3285.33409,1.718249357,20.47956242
19,MiscCrop,1835.165233,9.227412744,8.228683772
19,NutsSeeds,3489.620974,29.60136214,12.22592943
19,OilCrop,7284.98304,81.66341937,0.961074056
19,OilPalm,2389.466931,27.03016891,0
19,OtherGrain,1965.180736,0.370812621,3.381638129
19,OtherMeat_Fish,679.5939665,2.406393817,10.0082255
19,Pork,2145.884134,18.26748191,11.5844233
19,Poultry,1356.520676,8.884424672,12.54339427
19,Rice,2800.219986,0.83789927,4.943601043
19,RootTuber,727.9449429,0.106163938,1.037451001
19,SheepGoat,2453.714574,18.21249072,12.2482725
19,Soybean,3965.528773,29.48973425,19.0462576
19,SugarCrop,622.5679362,0.000365643,0.00054503
19,Vegetables,279.3702364,0.236672862,1.316738562
19,Wheat,3513.158834,1.666113984,9.669130314
19,Beef,1509.733527,10.79686984,12.81459791
20,Corn,3302.676264,2.462865263,8.453676871
20,Dairy,652.3895612,3.7451131,3.865948524
20,FiberCrop,5436.175249,61.49519512,0
20,Fruits,418.235258,0.832786881,0.57845628
20,Legumes,3501.819552,1.67674365,20.42787019
