Title: GramProteinFatPerKcal,,,,,,,,
Source: DF_Macronutrient_FoodItem3 - module_aglu_L100.FAO_SUA_connection,,,,,,,,
#######,,,,,,,,
GCAM_commodity,GCAM_region_ID,Mt,fatperc,proteinperc,Kcalperg,MKcal,gProteinPerKcal,gFatPerKcal
RootTuber,12,8.520205321,0.116765627,1.544543175,0.653929419,5571.612918,2.361941716,0.178559985
SheepGoat,12,0.112526621,16.9376406,12.0159829,2.020874878,227.4022209,5.945931158,8.381340571
Soybean,12,0.128499779,89.23114823,2.615426975,8.014973235,1029.922288,0.326317618,11.1330563
SugarCrop,12,18.93456305,0.004563887,0.013573428,0.624012,11815.39456,0.021751871,0.007313781
Vegetables,12,12.11246737,0.313092391,1.175597388,0.270430131,3275.576141,4.347139066,1.157757052
Wheat,12,9.310803783,1.510908751,10.4798544,3.365010471,31330.95223,3.114360116,0.449005661
Beef,13,6.50804806,9.993926726,14.7693766,1.526185503,9932.488604,9.677314169,6.548304058
Corn,13,2.750416408,10.77961283,6.499702968,3.59047905,9875.312494,1.810260658,3.002277043
Dairy,13,61.6601686,7.498023995,5.602158894,1.036657516,63920.47721,5.404059497,7.232884419
FiberCrop,13,0.028936844,64.07816996,0,5.664503866,163.912864,0,11.31222989
Fruits,13,50.82781546,0.24351359,0.438121935,0.357482621,18170.06068,1.22557548,0.681190011
Legumes,13,1.18575998,2.119099105,22.22165187,3.409327811,4042.644479,6.517898278,0.621559211
MiscCrop,13,3.521006239,12.39738228,6.703354344,1.724718945,6072.746166,3.886635769,7.188059428
NutsSeeds,13,2.52718199,31.01423139,9.886713582,3.425987688,8658.094382,2.885799508,9.052639478
OilCrop,13,8.749132868,55.15756863,0.56669015,4.919937991,43045.19118,0.115182377,11.21102923
OilPalm,13,1.048052775,27.08191865,0,2.394041609,2509.081952,0,11.31221719
OtherGrain,13,7.704523464,0.795979269,4.556572624,2.609554267,20105.37208,1.746111465,0.305024992
OtherMeat_Fish,13,13.12616855,4.47226344,10.58864544,0.928961993,12193.7117,11.39836238,4.814258789
Pork,13,14.4890029,24.45903744,10.72154381,2.66534198,38618.14768,4.022577174,9.176697633
Poultry,13,14.44463507,9.136071946,12.48775858,1.375339534,19866.27767,9.07976414,6.642775634
Rice,13,3.309693455,0.555346736,4.82741473,2.545377257,8424.418448,1.896541943,0.218178557
RootTuber,13,27.02795563,0.106446719,1.447475143,0.636747007,17209.96986,2.273234309,0.167172703
SheepGoat,13,0.965517303,18.98147035,12.15381658,2.2181476,2141.659887,5.479264131,8.557352247
Soybean,13,1.593586144,89.32848685,1.93131708,7.994076379,12739.24935,0.241593523,11.17433492
SugarCrop,13,81.63800223,0.00651263,0.002320006,0.616334833,50316.34447,0.003764198,0.010566707
Vegetables,13,44.94466926,0.2326581,1.219507526,0.265509302,11933.22776,4.593087764,0.876270995
Wheat,13,35.31832645,1.628869817,10.48142573,3.301697376,116610.4258,3.174556761,0.49334316
Beef,14,0.554483875,17.83185423,13.99835739,2.201327146,1220.600406,6.359053635,8.100501675
Corn,14,0.72991362,3.591227479,7.759661442,3.468949811,2532.033716,2.236890663,1.035249189
Dairy,14,7.343699734,5.28664337,3.740855278,0.817579749,6004.060182,4.575523408,6.466211252
FiberCrop,14,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,14,4.065167502,0.266236186,0.468584784,0.413596537,1681.339201,1.13295142,0.6437099
Legumes,14,0.081139044,1.866581646,22.35617807,3.439807268,279.102672,6.499253108,0.542641346
MiscCrop,14,0.147767445,18.12600924,5.675510691,2.281545471,337.138146,2.487572903,7.944618888
NutsSeeds,14,0.12888783,31.66130396,10.72953476,3.438763083,443.21471,3.120172718,9.207178045
OilCrop,14,0.483304985,84.78282926,0.091812163,7.503624808,3626.539278,0.012235708,11.29891638
OilPalm,14,5.58E-04,27.6537519,0,2.436295542,1.358502,0,11.3507378
OtherGrain,14,1.73232336,1.280914131,6.276225123,2.738246318,4743.528062,2.292060097,0.467786306
OtherMeat_Fish,14,1.042652079,7.469963055,11.50631499,1.251463091,1304.840594,9.19429032,5.96898391
Pork,14,1.00502188,26.79894409,12.65955363,2.955511418,2970.353642,4.283371584,9.067447322
Poultry,14,2.321799255,8.850160066,11.60116598,1.311780222,3045.690343,8.843833583,6.74667899
Rice,14,0.210889945,0.521726141,4.961194092,2.664470353,561.910006,1.861981345,0.195808574
RootTuber,14,7.683268684,0.122970189,1.595188792,0.668459442,5135.953494,2.386365863,0.183960584
SheepGoat,14,0.018952199,13.18606446,12.5093248,1.714915391,32.501418,7.294426804,7.689046661
Soybean,14,0.047649788,83.22395099,3.419946888,7.527323614,358.675376,0.454337699,11.05624725
SugarCrop,14,10.28755382,0.002156611,7.68E-04,0.712391574,7328.766662,0.001078499,0.003027283
Vegetables,14,9.649507897,0.18966626,1.053913032,0.254588915,2456.657746,4.13966583,0.744990253
Wheat,14,5.380303131,1.549372514,9.932643437,3.373352025,18149.65646,2.944443201,0.459297607
Beef,15,1.520731312,12.75860395,11.35646741,1.621250479,2465.486368,7.004758091,7.869606899
Corn,15,2.080199007,5.367606713,7.194704282,3.535649901,7354.855412,2.034902913,1.518138635
Dairy,15,18.00064975,4.736260867,3.727864525,0.742003356,13356.54253,5.024053457,6.383072029
FiberCrop,15,0.226956106,62.58135228,0,5.532191542,1255.564648,0,11.31221719
Fruits,15,12.50434684,0.301955344,0.531994934,0.444930889,5563.570154,1.195679929,0.678656734
Legumes,15,1.097599639,2.773419487,21.63987189,3.470233521,3808.92706,6.235854664,0.799202552
MiscCrop,15,0.657217053,12.83771432,8.950998507,1.98601,1305.23964,4.507025899,6.46407335
NutsSeeds,15,0.773609975,29.11844184,9.047027261,3.263611726,2524.762586,2.772090561,8.922152597
OilCrop,15,1.559889528,53.70783355,2.402367958,4.887438184,7623.86364,0.491539303,10.98895403
OilPalm,15,1.720297781,26.86662769,0,2.374976711,4085.667166,0,11.31237522
OtherGrain,15,0.692632398,0.696843833,5.389230134,2.721831234,1885.228494,1.980001576,0.256020221
OtherMeat_Fish,15,1.005759007,5.174903334,11.013172,1.299735109,1307.220293,8.473397326,3.981506152
Pork,15,0.582574993,26.10324564,10.94141392,2.816097515,1640.58799,3.88531074,9.269297496
Poultry,15,2.767937475,8.512488039,11.85201861,1.286845676,3561.908372,9.210132051,6.615003024
Rice,15,1.087104437,0.48486098,4.619196369,2.618450963,2846.52966,1.764095045,0.185170922
RootTuber,15,4.855631958,0.120817025,1.655646818,0.693879713,3369.22451,2.386071803,0.174118111
SheepGoat,15,0.621367462,12.25366452,9.200211764,1.652038323,1026.52286,5.569006261,7.417300404
Soybean,15,0.020329883,71.34497542,8.631232138,6.723054379,136.67891,1.283826019,10.61198845
SugarCrop,15,16.19546986,0.003708549,0.001338041,0.659485648,10680.67993,0.002028917,0.005623396
Vegetables,15,22.35143145,0.248948382,1.014756294,0.233074338,5209.545099,4.353788154,1.068107212
Wheat,15,13.41494273,1.396348346,10.56103628,3.263621344,43781.29344,3.235987011,0.427852437
Beef,16,0.240421493,11.83621389,13.78467705,1.649374566,396.545096,8.357517653,7.176183102
Corn,16,0.004646468,8.743663901,6.81197728,3.538296498,16.440582,1.925213809,2.471150709
Dairy,16,2.190500285,8.377522088,6.210492903,1.157631692,2535.792553,5.36482626,7.236776725
FiberCrop,16,2.60E-05,67.62809974,0,6.003069754,0.156228,0,11.26558619
Fruits,16,1.61258955,0.327871204,0.455795618,0.389791035,628.57295,1.169333249,0.841146088
Legumes,16,0.045904557,1.841647691,22.44906294,3.406557537,156.376516,6.589955607,0.540618402
MiscCrop,16,0.15566336,18.73819775,4.772764827,2.191753573,341.175726,2.177601025,8.549409015
NutsSeeds,16,0.108136591,33.90948801,8.500181071,3.587465734,387.936314,2.369411083,9.452212377
OilCrop,16,0.206181645,61.37123007,0.79066122,5.484606563,1130.825204,0.144160062,11.18972334
OilPalm,16,7.59E-06,28.99323888,0,2.531109754,0.019206,0,11.45475372
OtherGrain,16,0.279374885,0.824706925,4.569346316,2.537218677,708.835176,1.800927274,0.325043691
OtherMeat_Fish,16,0.544087556,6.760548134,9.728980494,1.096701002,596.701368,8.871133036,6.164440553
Pork,16,0.380540929,33.01428825,9.652476869,3.846017692,1463.567144,2.50973283,8.584018819
Poultry,16,0.403352546,8.94762745,12.19773542,1.327672057,535.519904,9.187310492,6.739335516
Rice,16,0.063747024,0.556956702,4.978491199,2.599952746,165.73925,1.914839109,0.214218009
RootTuber,16,0.619978448,0.119525277,1.5850446,0.667061914,413.56401,2.376158144,0.179181683
SheepGoat,16,0.047646551,19.26641963,12.22384736,2.249535683,107.182616,5.433942417,8.56462059
Soybean,16,0.01592952,70.68881368,5.092073955,6.537813395,104.144226,0.778864989,10.81230213
SugarCrop,16,3.337386835,0.007048491,0.002514344,0.596590333,1991.052724,0.004214524,0.011814624
Vegetables,16,1.332452868,0.251607844,1.187579282,0.253821921,338.205746,4.678789284,0.991277046
Wheat,16,1.079620785,3.35537117,10.32372419,3.429766165,3702.846838,3.01003733,0.978309018
Beef,17,1.268450876,12.85699174,13.14904257,1.683406452,2135.318388,7.810973134,7.63748513
Corn,17,8.511624839,2.28319166,8.224009604,3.310092253,28174.26344,2.484525801,0.689766776
Dairy,17,126.261674,5.588112159,3.467824179,0.830312994,104836.7085,4.176526447,6.730127311
FiberCrop,17,1.464072913,68.70504816,0,6.073526257,8892.08528,0,11.31221719
Fruits,17,77.04730659,0.264296,0.555884116,0.462369407,35624.31743,1.202251074,0.571612213
Legumes,17,18.91359603,2.827367003,20.8528142,3.472534531,65678.11533,6.005070363,0.814208463
MiscCrop,17,3.654384561,9.065636109,10.72419595,2.423646159,8856.935106,4.424819153,3.740494904
NutsSeeds,17,5.749892793,35.05752655,8.690737949,3.800986287,21855.26366,2.286442858,9.223270989
OilCrop,17,11.80337425,46.39712925,1.245540132,4.171156197,49233.71765,0.298607886,11.12332578
OilPalm,17,6.708459692,27.08031774,0,2.393900088,16059.38225,0,11.31221719
OtherGrain,17,14.99655302,2.943451389,9.594147737,3.319378473,49779.23526,2.890344628,0.886747749
OtherMeat_Fish,17,8.877569126,2.61779979,10.90308472,0.708845523,6292.825128,15.38146799,3.693046941
Pork,17,0.372773326,39.60832982,11.09824326,4.049231261,1509.445404,2.74082722,9.781691206
Poultry,17,7.0979776,8.834265812,11.36468008,1.307794099,9282.693222,8.689961276,6.755089212
Rice,17,120.0140982,0.662194735,5.065921718,2.710542802,325303.3502,1.86896946,0.244303368
RootTuber,17,38.80572582,0.13053954,1.408048424,0.701142069,27208.3269,2.00822128,0.186181297
SheepGoat,17,0.810660415,9.94148674,13.59166615,1.566974475,1270.284178,8.673827412,6.344383333
Soybean,17,2.631402456,90.88747377,2.706537016,8.159739786,21471.55931,0.331694035,11.138526
SugarCrop,17,202.4576211,0.016806865,0.025125388,0.52943254,107187.6527,0.047457204,0.031745054
Vegetables,17,115.3292358,0.342275799,1.345327924,0.271010304,31255.41124,4.964120942,1.262962308
Wheat,17,73.24142273,1.241552164,10.23331551,3.505242617,256728.9563,2.919431444,0.354198639
Beef,18,1.594373864,6.43028242,5.79583264,0.824394822,1314.393558,7.030408835,7.800003407
Corn,18,5.213853329,2.457399221,8.43592767,3.405585511,17756.22335,2.477085847,0.721579068
Dairy,18,3.295680918,2.900672158,3.824440652,0.610872098,2013.239518,6.260624216,4.748411599
FiberCrop,18,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,18,16.29579132,0.46001828,0.615638124,0.498121011,8117.276046,1.235920811,0.92350708
Legumes,18,0.286914024,1.727328366,22.14272888,3.411754001,978.88007,6.490130553,0.506287489
MiscCrop,18,0.720508288,9.309625515,10.58890446,2.440691571,1758.538504,4.338485282,3.814339193
NutsSeeds,18,1.193320396,32.37344786,14.97034172,3.813222289,4550.395932,3.925903236,8.489787746
OilCrop,18,5.010432808,17.499744,1.324791104,1.742165894,8729.005154,0.760427643,10.04482068
OilPalm,18,5.543504347,28.5774034,0,2.526242461,14004.23606,0,11.31221719
OtherGrain,18,0.062566789,2.457063225,15.92872052,4.34,271.5398636,3.6702121,0.5661436
OtherMeat_Fish,18,10.38410344,3.046369157,10.81525931,0.738619377,7669.900006,14.64253397,4.124410019
Pork,18,0.367773754,34.09250306,10.98448763,3.548598273,1305.081308,3.095444112,9.607315464
Poultry,18,4.050213864,8.58749824,11.02397836,1.262944678,5115.196046,8.728789591,6.799583851
Rice,18,46.43176191,0.634333865,4.742465786,2.568450456,119257.68,1.846430705,0.246971423
RootTuber,18,23.8261009,0.186394055,0.72076629,1.001530312,23862.56227,0.719664978,0.186109249
SheepGoat,18,0.132944727,10.28568664,12.63475774,1.539684385,204.69292,8.206069933,6.680386407
Soybean,18,0.848112733,61.06317684,12.61990725,6.194979532,5254.04102,2.037118474,9.856881129
SugarCrop,18,38.50214229,0.016605688,0.005848431,0.568568865,21891.11934,0.010286231,0.029206115
Vegetables,18,10.94813067,0.281749386,1.446895168,0.338277094,3703.501828,4.277248427,0.832895253
Wheat,18,6.264815808,1.637710289,10.40725712,3.704037122,23205.11031,2.809706485,0.442141975
Beef,19,1.082052253,6.435427367,15.07260684,1.226994533,1327.672198,12.28416789,5.24487045
Corn,19,1.325431704,6.547887704,0.808930271,3.43871559,4557.782666,0.235241982,1.904166696
Dairy,19,7.724079931,4.471837363,4.5031122,0.776295028,5996.164844,5.800774241,5.760486933
FiberCrop,19,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,19,6.159308621,0.272875729,0.436195547,0.372434905,2293.941524,1.171199424,0.732680328
Legumes,19,0.188265144,1.718249357,20.47956242,3.28533409,618.513894,6.233631605,0.523005974
MiscCrop,19,0.827231408,9.227412744,8.228683772,1.835165233,1518.10632,4.483892579,5.028110045
NutsSeeds,19,0.322028714,29.60136214,12.22592943,3.489620974,1123.758154,3.503512136,8.482686905
OilCrop,19,1.261030033,81.66341937,0.961074056,7.28498304,9186.582404,0.131925366,11.20982972
OilPalm,19,0.407867226,27.03016891,0,2.389466931,974.585248,0,11.31221719
OtherGrain,19,0.943136253,0.370812621,3.381638129,1.965180736,1853.433196,1.720777162,0.188691358
OtherMeat_Fish,19,6.560752366,2.406393817,10.0082255,0.679593967,4458.647724,14.72677215,3.540928755
Pork,19,2.302629628,18.26748191,11.5844233,2.145884134,4941.176386,5.398438394,8.512799743
Poultry,19,4.857987213,8.884424672,12.54339427,1.356520676,6589.9601,9.2467402,6.549420755
Rice,19,10.00455462,0.83789927,4.943601043,2.800219986,28014.95379,1.765433097,0.29922623
RootTuber,19,3.785486577,0.106163938,1.037451001,0.727944943,2755.62581,1.42517784,0.145840615
SheepGoat,19,0.018708944,18.21249072,12.2482725,2.453714574,45.906408,4.99172668,7.422416165
Soybean,19,1.907279917,29.48973425,19.0462576,3.965528773,7563.373388,4.802955342,7.436520054
SugarCrop,19,12.52426305,3.66E-04,5.45E-04,0.622567936,7797.204598,8.75E-04,5.87E-04
Vegetables,19,12.21864758,0.236672862,1.316738562,0.279370236,3413.526462,4.713238528,0.84716563
Wheat,19,5.103627748,1.666113984,9.669130314,3.513158834,17929.85491,2.752261076,0.474249546
Beef,20,2.132961941,10.79686984,12.81459791,1.509733527,3220.204154,8.487986572,7.151506968
Corn,20,13.4307438,2.462865263,8.453676871,3.302676264,44357.39878,2.55964442,0.745718038
Dairy,20,11.29219051,3.7451131,3.865948524,0.652389561,7366.907214,5.9258283,5.740608561
FiberCrop,20,0.002798918,61.49519512,0,5.436175249,15.215408,0,11.31221719
Fruits,20,13.59125257,0.832786881,0.57845628,0.418235258,5684.341026,1.383088272,1.991192434
Legumes,20,1.308192,1.67674365,20.42787019,3.501819552,4581.052324,5.833501665,0.478820689
MiscCrop,20,0.180269205,7.043105798,9.626061853,1.800582671,324.589606,5.346081582,3.911570356
NutsSeeds,20,0.439919129,29.54464383,13.55487061,3.42795405,1508.02256,3.954215959,8.618739751
OilCrop,20,0.391380365,75.06996764,1.898217342,6.775514669,2651.803402,0.280158399,11.07959636
OilPalm,20,1.509083015,26.81477401,0,2.370426022,3577.169648,0,11.31221719
OtherGrain,20,1.206925748,0.463040962,4.828027719,3.322970996,4010.579256,1.452925025,0.139345472
OtherMeat_Fish,20,2.542884846,2.539555675,12.53061674,0.802247985,2040.024244,15.61938076,3.16554946
Pork,20,2.094536518,36.63461926,10.54912603,3.753288554,7861.399938,2.810635493,9.760672203
Poultry,20,6.350286833,8.324797258,11.65076948,1.356494881,8614.131584,8.588878321,6.13699128
Rice,20,0.946736536,0.466111178,5.588548827,2.825314882,2674.828824,1.978026896,0.164976718
RootTuber,20,2.127920535,0.114702145,1.489034767,0.651551954,1386.450782,2.28536613,0.176044511
SheepGoat,20,0.117705658,13.77400417,13.35526811,1.773836192,208.790556,7.529031245,7.765093658
Soybean,20,0.47787362,100,0.074866547,9.27,4429.888457,0.008076219,10.78748652
SugarCrop,20,29.73917372,0.003501131,0.002325385,0.576535548,17145.69082,0.004033376,0.006072706
Vegetables,20,7.606921602,0.404621496,1.268317029,0.300445114,2285.462426,4.221459997,1.346740144
Wheat,20,3.053546681,1.296257387,9.399538024,3.48651418,10646.2338,2.695970112,0.371791801
Beef,21,1.737897828,11.50133633,12.87858835,1.586890985,2757.854396,8.115610001,7.247716723
Corn,21,1.833622531,10.12964956,7.778175997,3.822544955,7009.104555,2.034816095,2.649975259
Dairy,21,12.69656847,6.308208083,5.22676654,0.955208765,12127.87348,5.471857811,6.604009843
FiberCrop,21,0.059496938,62.3400591,1.954032628,5.617498196,334.2239407,0.347847486,11.09747737
Fruits,21,22.96560016,0.327086753,0.649720591,0.551050628,12655.20839,1.179057892,0.593569331
Legumes,21,1.542729246,2.63998371,22.3404951,3.501915637,5402.507671,6.379506937,0.753868449
MiscCrop,21,1.009616777,13.47783767,9.124323922,2.357684951,2380.358281,3.870035273,5.716555837
NutsSeeds,21,1.402269978,27.09282816,9.385440397,2.935654884,4116.580708,3.197051686,9.22888733
OilCrop,21,2.338496893,63.65524224,1.624366207,5.743839754,13431.95142,0.282801449,11.08234995
OilPalm,21,3.938371048,27.01400029,0,2.388042646,9404.998018,0,11.31219341
OtherGrain,21,0.823969828,2.5211825,9.712249344,3.41293384,2812.15451,2.84571861,0.738714144
OtherMeat_Fish,21,3.048318428,7.260761992,10.94330654,1.222478684,3726.5043,8.951736079,5.939377176
Pork,21,0.042307813,30.68009436,11.01944702,3.409135385,144.2330613,3.232328957,8.999376935
Poultry,21,7.939533507,8.358954113,12.35895781,1.291795164,10256.25099,9.567273628,6.470804618
Rice,21,8.596988056,0.526281163,5.231067077,2.743689571,23587.46648,1.906581244,0.191815127
RootTuber,21,7.437420827,0.113876599,1.537338112,0.716212274,5326.77208,2.146483897,0.15899839
SheepGoat,21,1.374847373,14.14166792,12.44619461,1.820724399,2503.218158,6.835847653,7.767055754
Soybean,21,0.892471052,93.88667963,1.037285129,8.351805504,7453.744646,0.124198909,11.241483
SugarCrop,21,42.23145458,0.004315914,0.007345251,0.572181708,24164.0658,0.012837269,0.007542908
Vegetables,21,28.96798227,0.200862151,0.960011974,0.230345822,6672.653695,4.167698655,0.872002579
Wheat,21,26.53925439,1.47482497,10.23302755,3.419273734,90744.97544,2.992748854,0.431326967
Beef,22,2.280076971,8.754951867,9.696717948,1.184409206,2700.544154,8.186966042,7.39183031
Corn,22,2.914874924,2.520997849,9.993863614,3.70326219,10794.5461,2.69866488,0.68075057
Dairy,22,37.28327764,5.097397275,3.80878963,0.792118212,29532.76324,4.808360128,6.435147172
FiberCrop,22,0.132880351,72.46504056,0,6.405909586,851.219512,0,11.31221719
Fruits,22,7.57097155,0.306619476,0.561000144,0.456943788,3459.50842,1.227722443,0.67102231
Legumes,22,0.950737724,2.834663212,21.57166836,3.485548784,3313.842716,6.18888723,0.813261666
MiscCrop,22,0.295392554,6.272324405,10.19975329,1.979608943,584.761742,5.15240817,3.168466392
NutsSeeds,22,0.195978288,22.47928412,6.468687622,3.158706026,619.0378,2.047891627,7.116611657
OilCrop,22,0.102792016,72.15614792,0.579383123,6.4495839,662.96573,0.089832636,11.18772142
OilPalm,22,2.022698154,27.08259752,0,2.394101621,4842.544928,0,11.31221719
OtherGrain,22,0.302998196,3.049938828,10.28480459,3.857449156,1168.800136,2.666219093,0.790662094
OtherMeat_Fish,22,0.862590064,20.62939095,11.31473894,2.360067375,2035.770668,4.794244036,8.741017804
Pork,22,4.65E-05,36.42915784,10.25854524,3.758151124,0.174724,2.729678744,9.693372256
Poultry,22,1.763958583,7.656841196,10.40373145,1.151977357,2032.040346,9.031194402,6.646694184
Rice,22,3.557432895,0.68128102,5.303136577,2.787395905,9915.973882,1.902541569,0.244414874
RootTuber,22,3.269840539,0.133429646,1.603075895,0.704063384,2302.174994,2.276891445,0.189513685
SheepGoat,22,0.569681076,9.809860889,12.62395662,1.501324841,855.27635,8.408544423,6.534136133
Soybean,22,0.02392801,93.63742383,0.263785189,8.297026257,198.531328,0.031792739,11.28566078
SugarCrop,22,32.89680824,0.007443638,0.011252159,0.54301332,17863.40506,0.0207217,0.013708021
Vegetables,22,5.275107017,0.604312272,1.643944089,0.391259256,2063.934446,4.201674629,1.544531568
Wheat,22,18.89593439,1.262126152,11.0256937,3.520256395,66518.53388,3.132071209,0.35853245
Beef,23,2.201704647,15.24976768,14.71535141,2.002166016,4408.17822,7.349715905,7.616634964
Corn,23,0.064673532,6.971755528,7.596137432,3.701357596,239.37987,2.052257107,1.883567137
Dairy,23,19.71346402,5.749014438,4.25626637,0.866032666,17072.50379,4.914671859,6.638334404
FiberCrop,23,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,23,9.525739658,0.255449239,0.501132919,0.432175025,4116.786771,1.15956011,0.591078207
Legumes,23,0.327730445,1.815667001,22.44705076,3.439413086,1127.20038,6.526418955,0.527900242
MiscCrop,23,0.582216615,11.16290351,6.978244321,1.573005704,915.830056,4.436248582,7.096543567
NutsSeeds,23,0.22924811,31.65554491,14.86711501,3.61670459,829.12269,4.11067994,8.75259345
OilCrop,23,2.188555962,75.36791956,0.189566412,6.679987444,14619.52635,0.028378259,11.2826439
OilPalm,23,0,27.20257901,5.53E-04,2.403417193,0,2.30E-04,11.31829259
OtherGrain,23,2.931600159,0.928798,5.15372126,2.686344503,7875.287974,1.918488583,0.345747911
OtherMeat_Fish,23,4.373388903,4.245652307,11.69800229,0.934070366,4085.052971,12.52368421,4.545323846
Pork,23,3.520165926,24.46182058,10.24161198,2.647106598,9318.25445,3.868983587,9.240965435
Poultry,23,6.557414435,8.410863626,11.6956492,1.27520069,8362.01941,9.171614547,6.595717595
Rice,23,1.07110605,0.488201336,4.602641038,2.482831954,2659.376328,1.853786774,0.196630841
RootTuber,23,15.2522006,0.121962243,1.586157401,0.665490012,10150.18716,2.383442837,0.183266827
SheepGoat,23,0.207287853,16.84011888,13.10313519,2.065400243,428.132382,6.344114287,8.15344093
Soybean,23,0.122614827,78.19038791,0.887792335,6.995276031,857.72456,0.126913124,11.17759865
SugarCrop,23,30.28667955,0.003082716,0.001102059,0.64252789,19460.0363,0.001715192,0.004797793
Vegetables,23,15.88691221,0.198475222,1.053778787,0.256809754,4079.914016,4.103344094,0.772849234
Wheat,23,16.95161221,1.305209381,10.6993416,3.440358851,58319.62911,3.109949299,0.379381756
Beef,24,1.043774604,18.25587361,14.35383987,2.260300926,2359.244704,6.350411002,8.07674474
Corn,24,4.730634524,4.113291598,9.022086501,3.685991981,17437.08092,2.447668511,1.11592527
Dairy,24,2.317655873,4.850004922,3.747247568,0.759470071,1760.19027,4.934029281,6.386038249
FiberCrop,24,0.001820523,68.87033619,0,6.088137719,11.083592,0,11.31221719
Fruits,24,2.382576699,0.22281544,0.339912849,0.272692076,649.7097859,1.24650798,0.817095397
Legumes,24,0.104939775,1.624107554,22.03658802,3.370798189,353.730802,6.537498474,0.481816906
MiscCrop,24,0.083073292,12.56237188,7.765954009,1.992630764,165.534398,3.897337203,6.304415301
NutsSeeds,24,0.074196019,30.78642577,14.3202606,3.672384449,272.476308,3.899444843,8.383225177
OilCrop,24,0.371477658,78.95211078,0.101726737,6.9921345,2597.421746,0.014548739,11.29156065
OilPalm,24,0.883359045,27.02418697,0,2.388938129,2110.290104,0,11.31221719
OtherGrain,24,0.550236701,0.822805939,5.582956865,3.724016785,2049.090712,1.499176074,0.220945819
OtherMeat_Fish,24,0.752112172,2.985976685,14.25440263,0.93539264,703.52019,15.23895103,3.192217426
Pork,24,0.231013333,31.62373959,9.673197654,3.702420048,855.308396,2.612668884,8.541370017
Poultry,24,2.407726317,8.28312942,12.30994944,1.275278911,3070.522596,9.65275073,6.495151254
Rice,24,1.118960718,0.485846295,5.270265294,2.702366479,3023.841934,1.950240774,0.179785495
RootTuber,24,1.865028108,0.1243928,1.490452302,0.71536662,1334.178854,2.083480358,0.173886783
SheepGoat,24,0.192400551,17.92577356,11.82731909,2.105448388,405.08943,5.61748232,8.513993342
Soybean,24,0.24942966,97.55078206,0.007972231,8.62423281,2151.139456,9.24E-04,11.31124173
SugarCrop,24,11.20626241,0.009790465,0.003487668,0.533418552,5977.62827,0.006538334,0.01835419
Vegetables,24,2.281150238,0.435626338,1.293678417,0.353888851,807.273636,3.655606598,1.230969376
Wheat,24,2.468824797,1.554793305,11.37316772,3.628405919,8957.898506,3.134480533,0.428505889
Beef,25,0.647527113,6.485471134,13.86262853,1.067602475,691.301548,12.9848224,6.074799644
Corn,25,1.148382183,6.648540556,7.281778191,3.659168116,4202.123468,1.990009193,1.816954112
Dairy,25,1.796703534,6.735818311,6.193284185,1.04033845,1869.17977,5.9531436,6.474641317
FiberCrop,25,0.001517897,71.11152377,0,6.286258701,9.541896,0,11.31221719
Fruits,25,2.782962411,0.661995403,0.589884592,0.506230845,1408.821412,1.165248223,1.307694721
Legumes,25,0.172654242,1.660878575,22.13771057,3.38072286,583.696142,6.548218083,0.491279127
MiscCrop,25,0.090240947,4.04288589,7.630078409,0.946344942,85.399064,8.06268208,4.272105982
NutsSeeds,25,0.010909263,36.62849543,13.07609909,4.020835867,43.864356,3.252084772,9.109671881
OilCrop,25,0.120631052,34.37319733,1.075956307,3.163965225,381.672454,0.340065782,10.8639618
OilPalm,25,0.423272259,25.87937141,0,2.287736433,968.335368,0,11.31221719
OtherGrain,25,0.236089633,0.857518252,5.801559456,3.728559736,880.2743,1.55597868,0.229986459
OtherMeat_Fish,25,0.420995232,2.943811281,12.17457015,0.804263033,338.590902,15.13754787,3.660259345
Pork,25,0.209442742,27.74830688,9.408230022,2.905832653,608.605558,3.237705383,9.549175809
Poultry,25,1.146710541,7.980201159,12.386109,1.266400672,1452.195,9.780560984,6.301482095
Rice,25,0.981978818,0.517447059,5.719358541,2.879865159,2827.966586,1.985981365,0.17967753
RootTuber,25,0.914032648,0.16979097,1.355036216,0.777698682,710.841986,1.74236661,0.218324878
SheepGoat,25,0.011441631,11.85092253,13.74881823,1.640355228,18.76834,8.381610275,7.224607406
Soybean,25,0.335740754,95.97954492,0.144779784,8.493373068,2851.571482,0.017046206,11.30052149
SugarCrop,25,6.961200083,0.003554923,0.009806896,0.586751327,4084.493388,0.016713888,0.006058654
Vegetables,25,1.580478165,0.192070211,1.018638283,0.250999612,396.699406,4.058326128,0.765221146
Wheat,25,1.238256477,1.298888809,10.594777,3.266600467,4044.889186,3.24336481,0.397627081
Beef,26,1.382623167,12.82345494,12.61110717,1.770093498,2447.372278,7.124542959,7.244507114
Corn,26,2.135156328,2.98979183,8.887425859,3.496099294,7464.71853,2.542097667,0.855179324
Dairy,26,5.900327715,4.729353897,4.157691008,0.810452041,4781.932637,5.130088889,5.835451896
FiberCrop,26,0.033860369,60.29467594,0,5.329894836,180.472208,0,11.31254514
