"","GCAM_region_ID","region","year","value_Total","value_F","value_M","sum_F_M","diff"
"1688",4,"Africa_Southern","2009",136420067,69855409,66564658,136420067,0
"1689",4,"Africa_Southern","2010",140212316,71797801,68414519,140212320,-4
"1690",4,"Africa_Southern","2011",144282681,73865284,70417400,144282684,-3
"1691",4,"Africa_Southern","2012",148562337,76029889,72532449,148562338,-1
"1692",4,"Africa_Southern","2013",153081595,78303324,74778270,153081594,1
"1693",4,"Africa_Southern","2014",157777589,80662213,77115375,157777588,1
"1694",4,"Africa_Southern","2015",162696231,83117155,79579075,162696230,1
"1695",4,"Africa_Southern","2016",167841294,85669833,82171458,167841291,3
"1696",4,"Africa_Southern","2017",173063804,88269042,84794765,173063807,-3
"1697",4,"Africa_Southern","2018",178259348,90875593,87383756,178259349,-1
"1698",4,"Africa_Southern","2019",183455845,93498517,89957326,183455843,2
"1699",4,"Africa_Southern","2020",188755940,96170631,92585310,188755941,-1
"1700",4,"Africa_Southern","2021",194117870,98871580,95246292,194117872,-2
"1701",4,"Africa_Southern","2022",199504585,101587534,97917052,199504586,-1
"1702",5,"Africa_Western","1960",112600886,56808208,55792674,112600882,4
"1703",5,"Africa_Western","1961",115056017,58050778,57005244,115056022,-5
"1704",5,"Africa_Western","1962",117600636,59333929,58266704,117600633,3
"1705",5,"Africa_Western","1963",120255784,60664322,59591461,120255783,1
"1706",5,"Africa_Western","1964",122996826,62039551,60957275,122996826,0
"1707",5,"Africa_Western","1965",125846187,63468775,62377412,125846187,0
"1708",5,"Africa_Western","1966",128812791,64951301,63861497,128812798,-7
"1709",5,"Africa_Western","1967",131865619,66481386,65384237,131865623,-4
"1710",5,"Africa_Western","1968",135019261,68067580,66951682,135019262,-1
"1711",5,"Africa_Western","1969",138274923,69700684,68574233,138274917,6
"1712",5,"Africa_Western","1970",141654113,71385068,70269047,141654115,-2
"1713",5,"Africa_Western","1971",145128217,73103475,72024744,145128219,-2
"1714",5,"Africa_Western","1972",148718288,74875981,73842308,148718289,-1
"1715",5,"Africa_Western","1973",152499485,76744745,75754739,152499484,1
"1716",5,"Africa_Western","1974",156486496,78716711,77769785,156486496,0
"1717",5,"Africa_Western","1975",160687365,80797909,79889456,160687365,0
"1718",5,"Africa_Western","1976",165001494,82938533,82062962,165001495,-1
"1719",5,"Africa_Western","1977",169469614,85166833,84302781,169469614,0
"1720",5,"Africa_Western","1978",174314566,87595122,86719446,174314568,-2
"1721",5,"Africa_Western","1979",179457442,90173921,89283526,179457447,-5
"1722",5,"Africa_Western","1980",184631505,92766708,91864794,184631502,3
"1723",5,"Africa_Western","1981",189880266,95391552,94488714,189880266,0
"1724",5,"Africa_Western","1982",195343535,98122132,97221406,195343538,-3
"1725",5,"Africa_Western","1983",200674465,100791774,99882692,200674466,-1
"1726",5,"Africa_Western","1984",206038844,103465391,102573452,206038843,1
"1727",5,"Africa_Western","1985",211723970,106287928,105436040,211723968,2
"1728",5,"Africa_Western","1986",217554342,109186825,108367517,217554342,0
"1729",5,"Africa_Western","1987",223584136,112183732,111400404,223584136,0
"1730",5,"Africa_Western","1988",229834287,115281367,114552914,229834281,6
"1731",5,"Africa_Western","1989",236335536,118501631,117833904,236335535,1
"1732",5,"Africa_Western","1990",242846908,121734995,121111907,242846902,6
"1733",5,"Africa_Western","1991",249490784,125043446,124447342,249490788,-4
"1734",5,"Africa_Western","1992",256424051,128499229,127924823,256424052,-1
"1735",5,"Africa_Western","1993",263497792,132022475,131475317,263497792,0
"1736",5,"Africa_Western","1994",271318426,135918966,135399464,271318430,-4
"1737",5,"Africa_Western","1995",279280352,139892867,139387487,279280354,-2
"1738",5,"Africa_Western","1996",286454381,143482140,142972245,286454385,-4
"1739",5,"Africa_Western","1997",293672949,147100479,146572469,293672948,1
"1740",5,"Africa_Western","1998",301518232,151029732,150488499,301518231,1
"1741",5,"Africa_Western","1999",309766076,155155440,154610641,309766081,-5
"1742",5,"Africa_Western","2000",318371929,159449821,158922108,318371929,0
"1743",5,"Africa_Western","2001",327413012,163953805,163459209,327413014,-2
"1744",5,"Africa_Western","2002",336764234,168600952,168163280,336764232,2
"1745",5,"Africa_Western","2003",346337350,173343033,172994315,346337348,2
"1746",5,"Africa_Western","2004",356238551,178246153,177992397,356238550,1
"1747",5,"Africa_Western","2005",366536756,183350771,183185986,366536757,-1
"1748",5,"Africa_Western","2006",377148839,188609150,188539690,377148840,-1
"1749",5,"Africa_Western","2007",388072105,194012807,194059297,388072104,1
"1750",5,"Africa_Western","2008",399317563,199574286,199743279,399317565,-2
"1751",5,"Africa_Western","2009",410923581,205313572,205610006,410923578,3
"1752",5,"Africa_Western","2010",422911157,211242576,211668581,422911157,0
"1753",5,"Africa_Western","2011",435329517,217392411,217937110,435329521,-4
"1754",5,"Africa_Western","2012",447985793,223666783,224319007,447985790,3
"1755",5,"Africa_Western","2013",460858331,230048323,230810008,460858331,0
"1756",5,"Africa_Western","2014",474088592,236606165,237482431,474088596,-4
"1757",5,"Africa_Western","2015",487548403,243274192,244274209,487548401,2
"1758",5,"Africa_Western","2016",501413993,250135450,251278548,501413998,-5
"1759",5,"Africa_Western","2017",515630013,257166906,258463109,515630015,-2
"1760",5,"Africa_Western","2018",529945524,264249986,265695539,529945525,-1
"1761",5,"Africa_Western","2019",544427552,271418811,273008740,544427551,1
"1762",5,"Africa_Western","2020",559260907,278774305,280486602,559260907,0
"1763",5,"Africa_Western","2021",574303132,286244650,288058485,574303135,-3
"1764",5,"Africa_Western","2022",589568462,293827923,295740537,589568460,2
"1765",6,"Australia_NZ","1960",12648277,6264752,6383524,12648276,1
"1766",6,"Australia_NZ","1961",12902700,6391986,6510713,12902699,1
"1767",6,"Australia_NZ","1962",13224000,6556931,6667068,13223999,1
"1768",6,"Australia_NZ","1963",13481800,6690807,6790993,13481800,0
"1769",6,"Australia_NZ","1964",13752400,6828724,6923676,13752400,0
"1770",6,"Australia_NZ","1965",14016400,6962198,7054202,14016400,0
"1771",6,"Australia_NZ","1966",14326900,7119151,7207750,14326901,-1
"1772",6,"Australia_NZ","1967",14523100,7220586,7302514,14523100,0
"1773",6,"Australia_NZ","1968",14757100,7341083,7416018,14757101,-1
"1774",6,"Australia_NZ","1969",15035800,7482567,7553233,15035800,0
"1775",6,"Australia_NZ","1970",15317700,7625310,7692390,15317700,0
"1776",6,"Australia_NZ","1971",15790000,7863829,7926170,15789999,1
"1777",6,"Australia_NZ","1972",16080900,8011913,8068989,16080902,-2
"1778",6,"Australia_NZ","1973",16341300,8144318,8196983,16341301,-1
"1779",6,"Australia_NZ","1974",16746700,8350064,8396636,16746700,0
"1780",6,"Australia_NZ","1975",16976100,8470289,8505811,16976100,0
"1781",6,"Australia_NZ","1976",17143500,8561083,8582418,17143501,-1
"1782",6,"Australia_NZ","1977",17312200,8653215,8658984,17312199,1
"1783",6,"Australia_NZ","1978",17479200,8744669,8734529,17479198,2
"1784",6,"Australia_NZ","1979",17623000,8823993,8799007,17623000,0
"1785",6,"Australia_NZ","1980",17804900,8921121,8883777,17804898,2
"1786",6,"Australia_NZ","1981",18048160,9046290,9001871,18048161,-1
"1787",6,"Australia_NZ","1982",18340347,9193113,9147233,18340346,1
"1788",6,"Australia_NZ","1983",18592772,9319508,9273264,18592772,0
"1789",6,"Australia_NZ","1984",18806491,9427691,9378800,18806491,0
"1790",6,"Australia_NZ","1985",19035412,9542691,9492720,19035411,1
"1791",6,"Australia_NZ","1986",19264650,9658298,9606352,19264650,0
"1792",6,"Australia_NZ","1987",19538274,9799698,9738575,19538273,1
"1793",6,"Australia_NZ","1988",19815564,9944729,9870835,19815564,0
"1794",6,"Australia_NZ","1989",20113616,10099342,10014273,20113615,1
"1795",6,"Australia_NZ","1990",20394928,10245262,10149667,20394929,-1
"1796",6,"Australia_NZ","1991",20779136,10444273,10334862,20779135,1
"1797",6,"Australia_NZ","1992",21010335,10564745,10445589,21010334,1
"1798",6,"Australia_NZ","1993",21207008,10666896,10540112,21207008,0
"1799",6,"Australia_NZ","1994",21425468,10779551,10645918,21425469,-1
"1800",6,"Australia_NZ","1995",21678282,10909214,10769068,21678282,0
"1801",6,"Australia_NZ","1996",21956767,11053795,10902973,21956768,-1
"1802",6,"Australia_NZ","1997",22204337,11185581,11018758,22204339,-2
"1803",6,"Australia_NZ","1998",22422584,11303222,11119361,22422583,1
"1804",6,"Australia_NZ","1999",22647364,11423291,11224073,22647364,0
"1805",6,"Australia_NZ","2000",22886502,11549658,11336844,22886502,0
"1806",6,"Australia_NZ","2001",23155201,11688042,11467157,23155199,2
"1807",6,"Australia_NZ","2002",23443710,11833157,11610552,23443709,1
"1808",6,"Australia_NZ","2003",23747937,11985644,11762293,23747937,0
"1809",6,"Australia_NZ","2004",24020222,12122211,11898011,24020222,0
"1810",6,"Australia_NZ","2005",24310744,12267714,12043030,24310744,0
"1811",6,"Australia_NZ","2006",24635566,12428994,12206573,24635567,-1
"1812",6,"Australia_NZ","2007",25051422,12632610,12418812,25051422,0
"1813",6,"Australia_NZ","2008",25508999,12854385,12654612,25508997,2
"1814",6,"Australia_NZ","2009",25994253,13092177,12902077,25994254,-1
"1815",6,"Australia_NZ","2010",26382450,13287126,13095324,26382450,0
"1816",6,"Australia_NZ","2011",26724024,13461346,13262678,26724024,0
"1817",6,"Australia_NZ","2012",27141565,13673344,13468222,27141566,-1
"1818",6,"Australia_NZ","2013",27570229,13892545,13677683,27570228,1
"1819",6,"Australia_NZ","2014",27992186,14111341,13880846,27992187,-1
"1820",6,"Australia_NZ","2015",28425395,14336996,14088398,28425394,1
"1821",6,"Australia_NZ","2016",28905007,14584712,14320295,28905007,0
"1822",6,"Australia_NZ","2017",29407802,14840473,14567328,29407801,1
"1823",6,"Australia_NZ","2018",29867243,15069180,14798064,29867244,-1
"1824",6,"Australia_NZ","2019",30319417,15287207,15032210,30319417,0
"1825",6,"Australia_NZ","2020",30745489,15492347,15253142,30745489,0
"1826",6,"Australia_NZ","2021",30799479,15514125,15285354,30799479,0
"1827",6,"Australia_NZ","2022",31103035,15663253,15439784,31103037,-2
"1828",7,"Brazil","1960",73092515,36434422,36658093,73092515,0
"1829",7,"Brazil","1961",75330008,37566819,37763189,75330008,0
"1830",7,"Brazil","1962",77599218,38718365,38880853,77599218,0
"1831",7,"Brazil","1963",79915555,39893199,40022356,79915555,0
"1832",7,"Brazil","1964",82262794,41083812,41178982,82262794,0
"1833",7,"Brazil","1965",84623747,42281945,42341802,84623747,0
"1834",7,"Brazil","1966",86979283,43477993,43501291,86979284,-1
"1835",7,"Brazil","1967",89323288,44668772,44654516,89323288,0
"1836",7,"Brazil","1968",91659246,45856024,45803221,91659245,1
"1837",7,"Brazil","1969",94000381,47045815,46954565,94000380,1
"1838",7,"Brazil","1970",96369875,48249510,48120365,96369875,0
"1839",7,"Brazil","1971",98766288,49466950,49299338,98766288,0
"1840",7,"Brazil","1972",101194394,50700362,50494031,101194393,1
"1841",7,"Brazil","1973",103666904,51955901,51711003,103666904,0
"1842",7,"Brazil","1974",106167372,53224988,52942384,106167372,0
"1843",7,"Brazil","1975",108700515,54509482,54191033,108700515,0
"1844",7,"Brazil","1976",111286504,55819649,55466856,111286505,-1
"1845",7,"Brazil","1977",113939886,57163358,56776528,113939886,0
"1846",7,"Brazil","1978",116664382,58542728,58121654,116664382,0
"1847",7,"Brazil","1979",119447303,59950908,59496395,119447303,0
"1848",7,"Brazil","1980",122288383,61387462,60900921,122288383,0
"1849",7,"Brazil","1981",125168060,62842666,62325393,125168059,1
"1850",7,"Brazil","1982",128065095,64306211,63758884,128065095,0
"1851",7,"Brazil","1983",130977370,65777066,65200304,130977370,0
"1852",7,"Brazil","1984",133888775,67247792,66640984,133888776,-1
"1853",7,"Brazil","1985",136783180,68711168,68072012,136783180,0
"1854",7,"Brazil","1986",139643355,70158889,69484466,139643355,0
"1855",7,"Brazil","1987",142466264,71589812,70876452,142466264,0
"1856",7,"Brazil","1988",145253973,73004388,72249586,145253974,-1
"1857",7,"Brazil","1989",148003411,74400370,73603042,148003412,-1
"1858",7,"Brazil","1990",150706446,75779994,74926452,150706446,0
"1859",7,"Brazil","1991",153336445,77129183,76207261,153336444,1
"1860",7,"Brazil","1992",155900790,78445848,77454942,155900790,0
"1861",7,"Brazil","1993",158440875,79750902,78689973,158440875,0
"1862",7,"Brazil","1994",160980472,81055777,79924696,160980473,-1
"1863",7,"Brazil","1995",163515328,82360145,81155182,163515327,1
"1864",7,"Brazil","1996",166037122,83659561,82377561,166037122,0
"1865",7,"Brazil","1997",168546707,84953439,83593268,168546707,0
"1866",7,"Brazil","1998",171039804,86240036,84799768,171039804,0
"1867",7,"Brazil","1999",173486281,87504861,85981420,173486281,0
"1868",7,"Brazil","2000",175873720,88749390,87124330,175873720,0
"1869",7,"Brazil","2001",178211881,89978663,88233218,178211881,0
"1870",7,"Brazil","2002",180476685,91173105,89303580,180476685,0
"1871",7,"Brazil","2003",182629278,92310671,90318606,182629277,1
"1872",7,"Brazil","2004",184722043,93418462,91303580,184722042,1
"1873",7,"Brazil","2005",186797334,94515633,92281701,186797334,0
"1874",7,"Brazil","2006",188820682,95583318,93237364,188820682,0
"1875",7,"Brazil","2007",190779453,96616434,94163019,190779453,0
"1876",7,"Brazil","2008",192672317,97612571,95059746,192672317,0
"1877",7,"Brazil","2009",194517549,98581682,95935867,194517549,0
"1878",7,"Brazil","2010",196353492,99546667,96806825,196353492,0
"1879",7,"Brazil","2011",198185302,100509285,97676016,198185301,1
"1880",7,"Brazil","2012",199977707,101450818,98526889,199977707,0
"1881",7,"Brazil","2013",201721767,102366379,99355387,201721766,1
"1882",7,"Brazil","2014",203459650,103274465,100185186,203459651,-1
"1883",7,"Brazil","2015",205188205,104179515,101008689,205188204,1
"1884",7,"Brazil","2016",206859578,105065188,101794390,206859578,0
"1885",7,"Brazil","2017",208504960,105937948,102567011,208504959,1
"1886",7,"Brazil","2018",210166592,106812144,103354449,210166593,-1
"1887",7,"Brazil","2019",211782878,107663080,104119798,211782878,0
"1888",7,"Brazil","2020",213196304,108417015,104779288,213196303,1
"1889",7,"Brazil","2021",214326223,109034931,105291292,214326223,0
"1890",7,"Brazil","2022",215313498,109580471,105733027,215313498,0
"1891",8,"Canada","1960",17909356,8850971,9058385,17909356,0
"1892",8,"Canada","1961",18271000,9040809,9230191,18271000,0
"1893",8,"Canada","1962",18614000,9223459,9390542,18614001,-1
"1894",8,"Canada","1963",18964000,9409673,9554327,18964000,0
"1895",8,"Canada","1964",19325000,9600426,9724573,19324999,1
"1896",8,"Canada","1965",19678000,9786254,9891746,19678000,0
"1897",8,"Canada","1966",20048000,9978791,10069210,20048001,-1
"1898",8,"Canada","1967",20412000,10166027,10245973,20412000,0
"1899",8,"Canada","1968",20744000,10337254,10406746,20744000,0
"1900",8,"Canada","1969",21028000,10486530,10541470,21028000,0
"1901",8,"Canada","1970",21324000,10633366,10690634,21324000,0
"1902",8,"Canada","1971",21962032,10944078,11017954,21962032,0
"1903",8,"Canada","1972",22218463,11074818,11143645,22218463,0
"1904",8,"Canada","1973",22491777,11220294,11271483,22491777,0
"1905",8,"Canada","1974",22807969,11386049,11421920,22807969,0
"1906",8,"Canada","1975",23143275,11562890,11580385,23143275,0
"1907",8,"Canada","1976",23449808,11727923,11721886,23449809,-1
"1908",8,"Canada","1977",23725843,11879181,11846663,23725844,-1
"1909",8,"Canada","1978",23963203,12011533,11951670,23963203,0
"1910",8,"Canada","1979",24201544,12142187,12059357,24201544,0
"1911",8,"Canada","1980",24515667,12308181,12207486,24515667,0
"1912",8,"Canada","1981",24819915,12468647,12351269,24819916,-1
"1913",8,"Canada","1982",25116942,12625723,12491219,25116942,0
"1914",8,"Canada","1983",25366451,12759260,12607190,25366450,1
"1915",8,"Canada","1984",25607053,12887917,12719137,25607054,-1
"1916",8,"Canada","1985",25842116,13012495,12829620,25842115,1
"1917",8,"Canada","1986",26100278,13145756,12954522,26100278,0
"1918",8,"Canada","1987",26446601,13321982,13124619,26446601,0
"1919",8,"Canada","1988",26791747,13500396,13291351,26791747,0
"1920",8,"Canada","1989",27276781,13751532,13525249,27276781,0
"1921",8,"Canada","1990",27691138,13963399,13727739,27691138,0
"1922",8,"Canada","1991",28037420,14138442,13898978,28037420,0
"1923",8,"Canada","1992",28371264,14312897,14058366,28371263,1
"1924",8,"Canada","1993",28684764,14478794,14205971,28684765,-1
"1925",8,"Canada","1994",29000663,14643061,14357602,29000663,0
"1926",8,"Canada","1995",29302311,14799796,14502515,29302311,0
"1927",8,"Canada","1996",29610218,14956383,14653835,29610218,0
"1928",8,"Canada","1997",29905948,15103624,14802324,29905948,0
"1929",8,"Canada","1998",30155173,15229531,14925642,30155173,0
"1930",8,"Canada","1999",30401286,15353410,15047875,30401285,1
"1931",8,"Canada","2000",30685730,15492171,15193559,30685730,0
"1932",8,"Canada","2001",31020902,15654835,15366067,31020902,0
"1933",8,"Canada","2002",31360079,15821972,15538106,31360078,1
"1934",8,"Canada","2003",31644028,15963984,15680044,31644028,0
"1935",8,"Canada","2004",31940655,16112389,15828266,31940655,0
"1936",8,"Canada","2005",32243753,16263117,15980635,32243752,1
"1937",8,"Canada","2006",32571174,16427039,16144134,32571173,1
"1938",8,"Canada","2007",32889025,16588348,16300676,32889024,1
"1939",8,"Canada","2008",33247118,16769997,16477121,33247118,0
"1940",8,"Canada","2009",33628895,16962677,16666218,33628895,0
"1941",8,"Canada","2010",34004889,17152260,16852629,34004889,0
"1942",8,"Canada","2011",34339328,17318413,17020916,34339329,-1
"1943",8,"Canada","2012",34714222,17500980,17213242,34714222,0
"1944",8,"Canada","2013",35082954,17680037,17402916,35082953,1
"1945",8,"Canada","2014",35437435,17855282,17582153,35437435,0
"1946",8,"Canada","2015",35702908,17988513,17714395,35702908,0
"1947",8,"Canada","2016",36109487,18192222,17917265,36109487,0
"1948",8,"Canada","2017",36545236,18406915,18138320,36545235,1
"1949",8,"Canada","2018",37065084,18659541,18405543,37065084,0
"1950",8,"Canada","2019",37601230,18921018,18680213,37601231,-1
"1951",8,"Canada","2020",38007166,19121762,18885404,38007166,0
"1952",8,"Canada","2021",38226498,19230969,18995529,38226498,0
"1953",8,"Canada","2022",38929902,19583244,19346659,38929903,-1
"1954",9,"Central America and Caribbean","1960",31317416,15626444,15690973,31317417,-1
"1955",9,"Central America and Caribbean","1961",32113127,16024499,16088627,32113126,1
"1956",9,"Central America and Caribbean","1962",32922780,16428612,16494168,32922780,0
"1957",9,"Central America and Caribbean","1963",33746045,16838008,16908039,33746047,-2
"1958",9,"Central America and Caribbean","1964",34588213,17256914,17331300,34588214,-1
"1959",9,"Central America and Caribbean","1965",35444538,17684608,17759932,35444540,-2
"1960",9,"Central America and Caribbean","1966",36308943,18116725,18192216,36308941,2
"1961",9,"Central America and Caribbean","1967",37182074,18552635,18629436,37182071,3
"1962",9,"Central America and Caribbean","1968",38060738,18991683,19069053,38060736,2
"1963",9,"Central America and Caribbean","1969",38944680,19433757,19510919,38944676,4
"1964",9,"Central America and Caribbean","1970",39837524,19881157,19956365,39837522,2
"1965",9,"Central America and Caribbean","1971",40736954,20331866,20405090,40736956,-2
"1966",9,"Central America and Caribbean","1972",41629543,20778161,20851378,41629539,4
"1967",9,"Central America and Caribbean","1973",42517658,21221712,21295947,42517659,-1
"1968",9,"Central America and Caribbean","1974",43406970,21665822,21741148,43406970,0
"1969",9,"Central America and Caribbean","1975",44294320,22109412,22184908,44294320,0
"1970",9,"Central America and Caribbean","1976",45181989,22553521,22628468,45181989,0
"1971",9,"Central America and Caribbean","1977",46068906,22998371,23070533,46068904,2
"1972",9,"Central America and Caribbean","1978",46956125,23446019,23510105,46956124,1
"1973",9,"Central America and Caribbean","1979",47843847,23897395,23946444,47843839,8
"1974",9,"Central America and Caribbean","1980",48736361,24352774,24383590,48736364,-3
"1975",9,"Central America and Caribbean","1981",49625417,24810019,24815401,49625420,-3
"1976",9,"Central America and Caribbean","1982",50569401,25299987,25269411,50569398,3
"1977",9,"Central America and Caribbean","1983",51585354,25824066,25761283,51585349,5
"1978",9,"Central America and Caribbean","1984",52620082,26353133,26266949,52620082,0
"1979",9,"Central America and Caribbean","1985",53669945,26887826,26782117,53669943,2
"1980",9,"Central America and Caribbean","1986",54733310,27428193,27305118,54733311,-1
"1981",9,"Central America and Caribbean","1987",55812343,27975905,27836436,55812341,2
"1982",9,"Central America and Caribbean","1988",56917728,28535584,28382144,56917728,0
"1983",9,"Central America and Caribbean","1989",58043248,29105540,28937702,58043242,6
"1984",9,"Central America and Caribbean","1990",59182013,29681742,29500272,59182014,-1
"1985",9,"Central America and Caribbean","1991",60320551,30256907,30063646,60320553,-2
"1986",9,"Central America and Caribbean","1992",61450685,30828248,30622437,61450685,0
"1987",9,"Central America and Caribbean","1993",62563773,31391657,31172115,62563772,1
"1988",9,"Central America and Caribbean","1994",63652251,31938982,31713267,63652249,2
"1989",9,"Central America and Caribbean","1995",64730512,32476841,32253672,64730513,-1
"1990",9,"Central America and Caribbean","1996",65795907,33009129,32786778,65795907,0
"1991",9,"Central America and Caribbean","1997",66849625,33536126,33313498,66849624,1
"1992",9,"Central America and Caribbean","1998",67890528,34056207,33834324,67890531,-3
"1993",9,"Central America and Caribbean","1999",68929934,34576009,34353921,68929930,4
"1994",9,"Central America and Caribbean","2000",69984465,35104556,34879910,69984466,-1
"1995",9,"Central America and Caribbean","2001",71027322,35627634,35399682,71027316,6
"1996",9,"Central America and Caribbean","2002",72050225,36146110,35904115,72050225,0
"1997",9,"Central America and Caribbean","2003",73052848,36658491,36394354,73052845,3
"1998",9,"Central America and Caribbean","2004",74039548,37162154,36877398,74039552,-4
"1999",9,"Central America and Caribbean","2005",75019504,37662894,37356611,75019505,-1
"2000",9,"Central America and Caribbean","2006",75993946,38161406,37832544,75993950,-4
"2001",9,"Central America and Caribbean","2007",76973231,38661214,38312013,76973227,4
"2002",9,"Central America and Caribbean","2008",77965028,39166079,38798943,77965022,6
"2003",9,"Central America and Caribbean","2009",78960951,39673482,39287467,78960949,2
"2004",9,"Central America and Caribbean","2010",79913967,40157218,39756752,79913970,-3
"2005",9,"Central America and Caribbean","2011",80869436,40642349,40227095,80869444,-8
"2006",9,"Central America and Caribbean","2012",81869148,41152106,40717045,81869151,-3
"2007",9,"Central America and Caribbean","2013",82867018,41661095,41205920,82867015,3
"2008",9,"Central America and Caribbean","2014",83856773,42166609,41690164,83856773,0
"2009",9,"Central America and Caribbean","2015",84835893,42667724,42168168,84835892,1
"2010",9,"Central America and Caribbean","2016",85799306,43162322,42636982,85799304,2
"2011",9,"Central America and Caribbean","2017",86744434,43648868,43095564,86744432,2
"2012",9,"Central America and Caribbean","2018",87690081,44131378,43558698,87690076,5
"2013",9,"Central America and Caribbean","2019",88602053,44599526,44002521,88602047,6
"2014",9,"Central America and Caribbean","2020",89486623,45061924,44424696,89486620,3
"2015",9,"Central America and Caribbean","2021",90334967,45509000,44825968,90334968,-1
"2016",9,"Central America and Caribbean","2022",91158339,45941461,45216874,91158335,4
