"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Estonia","EST","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35055","1.60295","","1.87095","2.03631","2.38212","2.41151","2.63513","2.54613","2.42171","2.10742","1.47813","1.17676","0.91973","0.74719","0.7184","0.58908","0.52075","0.54166","3.08123","2.86157","2.90683","2.81636","","","","","",
"Ethiopia","ETH","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.61102","19.20454","19.20453","","","","","19.16005","19.10272","19.03772","","26.7008","20.83866","18.87107","19.5147","20.09044","20.64679","20.14682","17.7939","18.61003","18.17336","17.53004","17.23127","18.29982","16.3859","15.09485","","12.60652","11.46243","","","","","","","",
"European Union","EUU","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32632","0.34762","0.35469","0.36771","0.33887","0.32641","0.31369","0.32435","0.69489","0.68865","0.71911","0.7981","0.7488","0.91588","0.81672","0.79185","0.88361","0.85298","0.82767","0.84657","0.79843","0.75437","0.9524","0.89726","0.95419","","","","","",
"Fiji","FJI","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55597","","3.87293","4.47129","4.33353","4.12584","5.34233","4.61343","4.17672","4.19964","4.1987","4.43403","5.14992","","4.8212","4.9664","5.04872","4.48845","","4.54759","4.16273","7.37367","","6.60857","2.4319","","","","","","",
"France","FRA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","14.32184","12.36122","","","","","11.09076","","8.7973","8.74265","","8.91637","9.1756","","9.12167","9.10223","8.12837","7.17514","6.70179","5.99337","5.74196","5.56485","5.15729","5.33604","4.78307","4.56431","3.99499","","3.89619","3.90275","3.94958","3.89087","3.87514","3.79289","4.33319","4.1827","4.07561","4.25946","4.11709","4.19402","3.38931","3.36229","3.12192","2.90522","2.77731","2.63535","2.37155","","","","","",
"Faroe Islands","FRO","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66876","0","","","","","","","",
"Gabon","GAB","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","24.3241","","","","","","","","","","","","23.32033","","","","","","","","","","35.72796","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","5.59176","5.85473","6.09845","6.64209","6.91267","7.22624","7.31997","7.35074","7.40109","2.79952","2.80675","2.84459","","","","","","","2.34208","","","","","","","","","0","0","0","0","0","0","2.60628","1.64084","1.56855","1.41133","0.97407","0.99656","0.96555","0.90749","1.05571","1.10482","1.12579","1.12378","1.11726","1.11129","","","","","",
"Georgia","GEO","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13385","0.07277","1.40609","","","","","","","3.61996","3.91506","5.89135","4.81787","5.50318","6.78083","","4.89022","4.0547","3.53376","2.87466","2.60095","2.29223","1.72303","1.31712","","","","",
"Ghana","GHA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.34213","19.34823","20.50901","22.12088","18.31625","","22.72306","28.05897","26.44984","25.16309","25.97986","","20.72881","","18.83525","15.71776","16.78871","16.36576","16.50681","15.34949","","","","",
"Gibraltar","GIB","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","",
"Guinea","GIN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","16.27214","17.09278","18.70031","19.16574","16.91537","15.64958","14.97748","14.97837","","","","","","","16.78162","16.25251","15.71584","14.77346","14.69815","14.52383","14.49483","15.16936","14.4511","14.50601","15.97534","14.04318","13.06024","10.45054","10.88426","11.19765","8.96439","","9.65391","","","","","","",
"Gambia, The","GMB","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","10.72177","9.15663","10.14827","9.50651","10.56034","11.36002","4.7116","0.78379","1.57428","1.36283","1.72308","1.39722","2.12746","2.65095","3.34319","4.02723","0","0","0","0","","16.50936","13.12447","","","10.63614","","13.10629","12.89822","15.71259","15.3949","15.31729","14.73656","15.78571","16.72044","11.41393","13.00553","15.60957","","13.03925","12.98183","13.06185","16.72821","15.69361","15.54151","15.46496","15.89627","18.65817","","","","",
"Guinea-Bissau","GNB","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","22.65064","8.51557","","9.45624","8.96092","","19.51345","19.53722","","","","","","","","","","","","29.24745","","","","","","","","","","33.543","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.90067","","","","","","37.33811","36.2991","36.29915","32.98816","","","","","29.27207","29.24106","29.1546","27.3288","25.14568","","","21.16454","","","","","","","",
"Greece","GRC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","3.94812","4.00683","3.56112","3.01882","2.72653","2.43393","2.30512","2.06795","1.9588","1.79279","1.62598","1.4724","1.21375","1.09428","0.92795","0.73295","0.31633","0.29609","0.28384","0.31814","0.3777","0.423","0.43611","0.51045","0.42061","0.36987","1.30045","1.62876","1.61332","1.68792","1.77694","1.99743","1.97104","1.7287","1.71973","1.80184","1.36231","","","1.53276","1.20976","1.24783","1.22882","1.15924","1.32378","1.14675","1.11669","","","","","",
"Grenada","GRD","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","33.65893","","","","","16.2254","15.611","13.84835","13.87888","33.28322","14.15887","12.28008","27.81809","","","","","","","","","","","","","","","3.87883","","","8.16472","3.87418","3.48459","3.27309","","2.49552","5.25918","5.61497","3.554","","","1.37518","1.15708","2.58326","2.78613","2.86744","2.75071","","","","",
"Greenland","GRL","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","13.05425","13.3665","14.02296","","13.70538","13.45616","","","14.00133","","","14.96856","13.92282","13.32962","","","","","","","","","","","","","","13.02163","","12.69454","12.50588","12.69494","13.12567","","14.03104","13.43518","12.90301","12.48417","12.67425","12.81038","13.36482","11.96355","11.43927","11.81885","10.99475","10.27985","10.5126","9.47759","8.91823","","","","",
"Guam","GUM","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","10.60644","10.50833","","10.11783","","10.52566","10.01652","","9.07215","","","7.66814","","","","","","","","","4.41277","3.56758","3.7367","","4.1083","","","","","","","","1.82421","","","","","2.00488","1.32518","1.12185","1.12024","1.04357","","","","","","","","","","",
"High income","HIC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","23.97147","23.46027","23.41691","22.69791","22.14251","21.63532","20.226","18.77942","16.16016","8.33867","7.29033","6.78505","6.31885","6.14562","5.77151","","","","","","","","","","2.72543","2.41567","","","","","5.07263","5.07667","4.67966","4.02652","3.42731","2.99682","2.95225","2.89938","2.86007","2.64721","2.40716","2.16753","1.95985","1.57066","1.39337","2.1841","2.26471","2.33105","","","","",
"Honduras","HND","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","14.31265","14.91801","","14.61157","14.28596","14.43274","","13.32866","","","","","11.1013","","10.67125","","","","","","","9.45525","","","17.39808","16.41261","17.2802","15.87164","17.38218","14.55788","14.35104","14.34084","12.28191","12.43651","13.32529","11.0086","12.51659","11.51235","10.93189","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36195","1.33725","1.13713","1.10764","1.16673","0.96273","","0.95283","0.90364","0.85841","1.03446","1.12349","1.38889","0.94213","0.95899","0.80839","0.86985","0.8441","0.60275","0.66837","","","","","",
"Haiti","HTI","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","39.53928","37.17754","36.11049","30.73759","37.41039","34.55364","36.6158","","","","","","","","","","46.22348","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5082","4.10496","3.59483","3.65917","3.70207","3.37173","3.04464","2.81534","2.66461","2.77068","3.00088","3.02434","2.95339","2.83447","2.59814","2.46507","2.52279","2.54039","2.42127","2.17297","2.19366","2.21551","","","","","",
"IBRD only","IBD","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","11.85842","11.62731","","12.1509","10.69798","10.04746","","9.60852","","","11.66731","9.05839","8.86","12.12209","11.99436","11.28198","11.28197","9.28428","8.89117","8.8808","9.07197","9.09747","8.2377","9.12539","8.6291","8.60413","8.60413","","","","5.61538","5.44619","7.0706","7.37834","7.15637","3.19773","3.20744","3.19773","3.19634","3.91445","2.31145","2.39613","2.61691","2.54049","","1.63618","1.62501","1.59705","","","","",
"IDA only","IDX","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","10.66953","","","","","","","","","","","","","","","","","","","6.67404","","","","","","","","","","6.67404","6.67404","6.58967","5.95137","","","","5.93806","5.88516","5.93806","5.76262","5.94128","6.83633","9.95841","","","","","","","","","",
"Not classified","INX","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","12.50792","11.91426","11.38267","10.7107","10.41099","10.66226","10.66601","10.33359","9.9383","9.69363","9.40632","9.81","9.98129","","","10.48354","10.81833","10.73152","10.91595","11.06506","11.3004","11.50582","12.02762","11.91072","12.10174","11.57879","11.24961","1.34783","1.32376","1.20663","1.2111","1.14062","1.09258","1.08537","1.0371","0.9915","0.89319","0.49379","0.50264","0.4782","0.50324","0.4707","0.4505","0.41318","0.42466","0.40413","0.40689","","","","","",
"Iran, Islamic Rep.","IRN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","15.10525","15.09996","15.1","15.09997","14.87413","14.87358","11.34629","","10.89002","","","","","7.33407","","13.83662","13.83662","","6.00195","6.00193","3.84117","","3.84123","4.23452","","3.31742","3.31263","3.26083","2.87754","11.5036","9.93664","10.68211","12.10114","10.45384","","","","","",
"Iraq","IRQ","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","16.90156","15.41645","14.32455","13.20555","14.76709","13.11449","15.43616","14.97166","12.30893","12.16154","12.5726","","13.14018","","12.7722","11.639","10.9091","10.2076","10.05891","","","","8.98418","","","7.13699","","","6.17452","6.17452","","","8.90394","8.90387","","","10.434","","","","","","","","","","","","","","","",
"Iceland","ISL","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02801","0.0279","0.11788","0.06155","0.02647","0.04538","0.04581","0.01968","0.03337","0.0471","0.0676","0.04746","0.03401","0.05453","0.02745","0.00689","0.02758","0.00689","0.01368","0.02686","0.05262","0.01931","","","","","",
"Israel","ISR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55356","2.75951","2.98588","2.54083","2.65658","2.78195","2.37684","2.52172","2.65442","2.22552","2.44396","2.1192","2.31467","2.52805","2.29969","2.45632","2.71773","2.34029","2.58053","","","","","",
"Italy","ITA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","5.80108","","","6.21742","","","2.32243","","","","","","1.27816","","","","","","","","","","","","0.69054","","0.79498","1.27152","0.61005","0.66893","0.79781","0.71678","0.86242","0.8451","0.88607","0.8825","0.85394","0.85626","0.87971","0.89813","2.06281","2.02129","1.97143","0.74396","3.18378","","","","","",
"Jamaica","JAM","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","7.74918","6.92678","","7.21535","6.46473","6.2605","","6.29883","6.62474","6.39037","5.5677","5.61445","7.26059","4.89631","4.60519","5.29677","","5.09743","","","","","","4.04593","4.04631","3.66691","4.45448","4.26018","3.81711","3.81689","","4.55572","4.95766","5.01995","4.61331","","","4.99758","4.83456","4.66728","4.61916","4.6299","4.39023","","","","",
"Jordan","JOR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","12.76463","11.28236","10.91318","10.22497","10.17537","9.8168","8.58332","8.19976","7.84379","7.61111","6.99246","7.03113","7.03963","7.03755","","","","","","","","","","","","","","1.81072","1.58218","","1.4934","1.46833","1.66413","1.87849","2.34465","2.37272","1.95391","","1.28341","1.18854","1.17918","0.71162","","","2.07224","0.5156","0.62188","","","","",
"Japan","JPN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","",
"Kazakhstan","KAZ","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51026","2.51006","2.3581","2.28469","2.49954","2.04635","1.88605","1.72485","1.53932","1.30677","1.11211","0.87772","0.71168","0.6216","0.59255","0.70471","1.1769","0.27893","0.58695","0.56019","","","",
"Kenya","KEN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10349","29.2155","28.88419","29.72107","27.51152","27.78073","27.12021","25.85773","21.3545","24.63018","24.63016","","","24.63019","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38841","1.87405","1.41611","1.639","3.2531","0","2.72245","2.61085","2.34221","2.27979","2.51702","2.03951","1.94294","1.74461","1.56492","1.48946","1.34321","1.26435","0.92251","1.02612","","","","",
"Cambodia","KHM","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","","","12.79068","21.19167","19.91884","","20.87763","16.86361","16.12209","","16.18511","16.18511","13.15398","13.33247","12.92073","","","","",
"Kiribati","KIR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","17.95188","","20.78336","21.8411","22.0152","20.96204","19.15472","16.79806","15.21105","","14.82048","","12.92969","12.41144","12.90443","11.77821","11.16412","10.93658","11.13689","","","1.84358","2.54314","","","","","","","","","","","","","6.22189","2.92146","4.55735","3.17105","","","","","",
"St. Kitts and Nevis","KNA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","6.53924","6.01418","5.96288","","3.73154","2.64738","","","2.39384","","","","","","","","2.0202","2.59779","1.41598","1.43358","1.74509","1.74051","","2.29358","2.63566","1.20406","2.00647","2.14334","2.11512","2.17857","1.30862","1.17604","1.4881","","","","","","",
"Korea, Rep.","KOR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","8.85583","8.49361","9.21718","8.78595","7.59516","7.14376","6.72833","6.39466","6.04563","5.10565","5.30884","4.63285","3.94599","4.08882","3.36539","2.68945","2.17471","1.86505","1.28134","1.31994","1.22707","1.42711","1.58829","2.06586","2.08386","2.0122","1.84764","0.8066","1.0884","1.34318","0.98087","1.06716","1.19778","1.86196","1.20543","1.10054","1.18412","1.56752","1.94824","1.32372","1.76615","2.14919","2.476","2.29806","0.7002","0.72892","0.71282","","","","","",
"Kuwait","KWT","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","28.47124","26.11167","23.43154","23.98193","24.29586","24.29402","23.71376","11.23229","19.26947","18.24447","16.92094","17.8076","15.66746","12.71319","12.01206","9.81645","9.57432","10.26101","","","","11.80351","","7.62285","","6.83315","5.30813","5.30081","5.57455","5.57483","5.80396","5.82277","5.43532","5.45968","4.38276","","3.3933","2.2551","","1.56907","1.42383","1.31967","1.20038","1.52231","2.91316","2.36027","2.56871","2.21517","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.65784","35.33328","33.46944","","33.89324","31.95171","30.03033","28.43452","26.21462","25.22683","25.32305","24.50885","24.74693","25.08954","25.37894","24.33535","23.7988","23.35615","21.29183","20.77298","20.2356","18.24316","16.84744","15.46255","13.18093","11.71743","9.63738","","","","",
"Lebanon","LBN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","21.67856","","","","","","","","","","","","","","","","","","","","","","","31.29594","14.033","14.63883","11.00795","10.11741","10.19051","9.45927","9.14019","8.78909","8.30584","8.11414","7.94574","8.50151","7.44187","6.94353","6.39977","6.03331","8.70921","7.55157","6.43218","5.9394","5.76334","","","","",
"Liberia","LBR","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.80019","","","","","","","59.74061","","51.50827","58.68381","","59.16889","","","59.37022","","","46.53457","","","","","",
"Libya","LBY","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","15.44427","16.61772","17.82804","18.09356","19.90021","16.97069","16.63541","14.5089","","11.27644","11.4798","","9.55029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","20.00796","22.15399","19.49589","19.74284","","","","","","30.37115","","","14.99524","","","","","","28.75279","11.34491","11.86372","2.19474","3.37485","3.42311","4.19031","7.2436","3.49944","2.61597","2.647","2.53311","2.42352","2.31038","2.7933","2.25699","1.84394","1.81341","1.99137","2.06958","","","","",
"Latin America & Caribbean","LCN","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35747","1.50576","1.69492","2.01754","2.54163","2.03704","2.13358","1.88679","1.00604","1.65631","","1.15546","1.35417","1.36986","1.60772","","","","","",
"Sri Lanka","LKA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98992","4.18371","2.70696","0","2.123","2.21261","1.9367","1.68143","1.4381","1.40262","1.31209","1.32649","1.00754","1.04392","1.44381","0.86665","0.94755","0.93844","","","","",
"Lower middle income","LMC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","34.75131","","31.07543","33.47137","33.5049","","24.93981","24.01286","35.00969","33.35872","34.12652","35.12519","33.43192","34.24339","32.7375","32.74395","32.53458","32.33347","32.54899","32.36232","32.58849","32.28722","30.95107","30.20662","31.90796","34.91269","33.25312","","39.3157","41.80745","29.20547","28.85784","29.26294","30.45531","31.70316","31.46258","31.1405","29.28627","27.89652","26.70257","25.49104","24.0311","22.79746","22.50481","21.49162","20.17015","19.26275","18.6016","","","","","",
"Late-demographic dividend","LTE","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18528","3.63083","3.42403","3.54268","3.53585","3.4069","3.39976","2.72173","2.34573","2.10807","1.93475","1.50693","1.36597","1.20098","1.12382","0.9864","0.83936","0.81725","0.73954","0.72823","","","","","",
"Luxembourg","LUX","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","15.40958","14.7376","15.17847","3.87565","4.27841","4.38205","4.26321","","","10.94194","5.44563","5.90099","6.34713","","7.71383","10.93343","9.3116","","","","","","","","","","","2.87686","3.35945","3.35595","3.36099","3.60843","3.60216","3.60698","4.0372","3.68197","3.93304","","3.5783","3.55561","3.26645","2.9972","3.11248","2.99216","3.15177","3.35119","","","","","",
"Latvia","LVA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55534","","","","","","","","","4.10002","3.53183","3.29377","2.85911","2.68144","2.4816","2.37451","2.09555","1.84219","1.82773","","","","","",
"Macao SAR, China","MAC","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0415","","16.26529","","","","","","","12.17532","14.65432","15.99295","15.46313","13.315","12.9569","12.11706","11.59173","11.2708","11.28527","10.00154","9.85822","9.11731","7.73931","6.83335","5.50091","4.41975","3.7502","3.84587","3.66701","","","","",
"St. Martin (French part)","MAF","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
